%	V.id	R.x	R.y	R.z
1	9.328214e+02	1.961132e+02	2.946690e+02
1	9.447840e+02	2.133889e+02	2.694918e+02
1	9.511231e+02	2.143913e+02	2.694478e+02
2	9.430854e+02	2.185145e+02	2.644370e+02
1	9.651688e+02	2.037001e+02	2.146031e+02
1	9.864206e+02	2.288901e+02	1.563077e+02
1	9.801184e+02	2.128268e+02	1.310256e+02
1	9.924430e+02	2.339644e+02	1.160982e+02
1	1.000022e+03	2.388095e+02	1.242077e+02
1	9.940958e+02	2.563718e+02	8.857787e+01
1	9.946001e+02	2.582738e+02	9.082418e+01
2	9.950348e+02	2.608188e+02	9.324264e+01
1	9.954709e+02	2.619851e+02	9.329221e+01
2	1.000118e+03	2.797082e+02	1.078059e+02
2	1.002091e+03	2.850562e+02	1.108031e+02
2	1.005187e+03	2.926051e+02	1.183261e+02
2	1.005905e+03	2.941450e+02	1.205935e+02
1	1.006433e+03	2.978748e+02	1.240463e+02
1	1.007987e+03	3.032547e+02	1.315000e+02
1	1.008255e+03	3.057197e+02	1.340304e+02
2	1.009014e+03	3.078295e+02	1.361482e+02
2	1.009753e+03	3.116550e+02	1.385367e+02
2	1.009773e+03	3.144043e+02	1.408582e+02
1	1.009204e+03	3.165026e+02	1.416670e+02
2	1.009343e+03	3.173254e+02	1.430839e+02
2	1.009466e+03	3.309103e+02	1.507812e+02
2	1.007960e+03	3.442201e+02	1.608391e+02
2	1.008082e+03	3.564808e+02	1.683302e+02
2	1.010498e+03	3.781578e+02	1.833552e+02
1	1.012464e+03	3.898897e+02	1.895297e+02
1	1.014245e+03	4.028656e+02	1.989934e+02
1	1.014220e+03	4.052136e+02	2.013933e+02
2	1.016982e+03	4.116768e+02	2.067649e+02
1	1.016785e+03	4.131186e+02	2.085268e+02
1	1.023502e+03	4.362987e+02	2.267763e+02
2	1.025036e+03	4.424163e+02	2.305546e+02
1	1.025479e+03	4.546006e+02	2.369126e+02
2	1.026425e+03	4.612064e+02	2.412926e+02
1	1.028256e+03	4.656879e+02	2.424692e+02
2	1.035949e+03	4.791754e+02	2.485954e+02
2	1.036449e+03	4.817802e+02	2.488750e+02
1	1.035894e+03	4.823624e+02	2.497804e+02
1	1.033936e+03	4.953011e+02	2.598373e+02
2	1.034252e+03	4.965652e+02	2.615310e+02
2	1.033896e+03	5.051161e+02	2.662095e+02
2	1.032458e+03	5.107582e+02	2.738727e+02
2	1.032813e+03	5.127491e+02	2.765748e+02
2	1.033184e+03	5.145541e+02	2.812162e+02
2	1.035601e+03	5.157990e+02	2.889092e+02
1	1.036365e+03	5.147911e+02	2.897327e+02
1	1.035412e+03	5.117433e+02	2.919333e+02
2	1.035947e+03	5.075358e+02	2.971638e+02
1	1.037455e+03	5.017126e+02	3.000709e+02
2	1.037717e+03	5.013718e+02	3.019529e+02
1	1.037178e+03	4.936466e+02	3.047441e+02
1	1.037190e+03	4.922916e+02	3.072710e+02
2	1.037175e+03	4.872143e+02	3.091665e+02
1	1.035783e+03	4.873320e+02	3.098788e+02
2	1.033788e+03	4.810918e+02	3.141891e+02
2	1.032612e+03	4.791281e+02	3.144193e+02
1	1.024976e+03	4.904657e+02	3.096623e+02
1	1.037755e+03	4.856614e+02	3.094605e+02
2	1.037656e+03	4.798279e+02	3.120986e+02
2	1.036571e+03	4.919466e+02	3.039423e+02
2	1.036050e+03	4.892725e+02	3.039222e+02
1	1.035668e+03	4.854875e+02	3.048213e+02
1	1.038490e+03	5.019339e+02	3.047145e+02
2	1.039732e+03	5.029828e+02	3.045478e+02
2	1.039957e+03	5.042407e+02	3.064624e+02
1	1.038194e+03	5.037955e+02	3.101184e+02
1	1.042098e+03	5.057373e+02	3.069842e+02
1	1.037027e+03	4.968872e+02	2.970607e+02
2	1.040240e+03	4.923063e+02	2.940128e+02
1	1.038528e+03	5.143991e+02	2.895986e+02
1	1.041126e+03	5.159987e+02	2.924608e+02
2	1.042892e+03	5.169666e+02	2.919002e+02
1	1.036656e+03	5.183125e+02	2.921383e+02
2	1.038278e+03	5.298689e+02	3.015124e+02
1	1.039785e+03	5.317448e+02	3.048411e+02
2	1.041713e+03	5.325509e+02	3.089800e+02
1	1.043453e+03	5.330497e+02	3.097616e+02
2	1.046725e+03	5.346845e+02	3.139159e+02
2	1.047360e+03	5.341234e+02	3.162247e+02
2	1.050908e+03	5.322697e+02	3.192240e+02
1	1.052716e+03	5.315766e+02	3.250814e+02
1	1.055375e+03	5.297292e+02	3.266881e+02
1	1.055702e+03	5.279714e+02	3.298699e+02
1	1.058768e+03	5.246796e+02	3.323088e+02
1	1.049425e+03	5.349206e+02	3.323393e+02
1	1.055093e+03	5.298879e+02	3.174903e+02
1	1.056977e+03	5.268861e+02	3.172483e+02
2	1.055962e+03	5.387346e+02	3.114140e+02
2	1.070738e+03	5.350877e+02	3.137424e+02
2	1.082926e+03	5.378692e+02	3.113732e+02
1	1.083199e+03	5.386129e+02	3.092465e+02
2	1.092068e+03	5.383583e+02	3.021626e+02
2	1.098505e+03	5.510094e+02	2.941767e+02
1	1.099603e+03	5.529722e+02	2.921596e+02
1	1.091620e+03	5.379649e+02	3.020308e+02
1	1.080490e+03	5.402991e+02	3.064633e+02
1	1.075349e+03	5.431725e+02	3.018724e+02
2	1.084599e+03	5.375379e+02	3.134333e+02
1	1.092448e+03	5.366511e+02	3.142441e+02
1	1.084166e+03	5.380075e+02	3.169127e+02
1	1.071788e+03	5.342069e+02	3.144437e+02
1	1.070222e+03	5.305209e+02	3.197345e+02
1	1.055640e+03	5.401421e+02	3.120399e+02
1	1.040620e+03	5.333658e+02	3.096580e+02
2	1.039906e+03	5.325603e+02	3.114033e+02
1	1.038715e+03	5.325143e+02	3.117772e+02
2	1.038671e+03	5.322949e+02	3.146794e+02
1	1.037185e+03	5.333505e+02	3.199817e+02
1	1.031048e+03	5.291655e+02	3.279876e+02
1	1.041663e+03	5.333576e+02	3.252263e+02
1	1.029453e+03	5.411295e+02	2.996734e+02
2	1.022670e+03	5.587211e+02	3.040387e+02
2	1.013835e+03	5.729663e+02	3.014491e+02
1	1.012275e+03	5.749776e+02	2.998287e+02
2	1.010897e+03	5.748896e+02	2.989912e+02
1	1.011773e+03	5.749577e+02	2.972867e+02
1	1.007400e+03	5.752287e+02	2.921265e+02
1	1.009962e+03	5.755214e+02	2.996447e+02
2	1.030940e+03	5.167373e+02	2.816101e+02
1	1.029449e+03	5.251555e+02	2.795678e+02
2	1.029944e+03	5.267385e+02	2.787817e+02
1	1.029275e+03	5.263808e+02	2.771913e+02
2	1.023659e+03	5.352398e+02	2.713011e+02
1	1.030864e+03	5.282114e+02	2.793436e+02
1	1.029976e+03	5.165542e+02	2.815664e+02
2	1.029484e+03	5.162358e+02	2.839205e+02
2	1.028489e+03	5.153666e+02	2.868536e+02
1	1.031732e+03	5.181895e+02	2.744383e+02
1	1.028171e+03	5.135076e+02	2.726776e+02
1	1.024943e+03	5.136625e+02	2.720986e+02
2	1.024444e+03	5.121701e+02	2.719195e+02
1	1.021786e+03	5.132769e+02	2.726993e+02
1	1.034215e+03	5.053954e+02	2.649723e+02
1	1.034769e+03	5.098058e+02	2.642644e+02
1	1.033569e+03	5.139617e+02	2.618365e+02
1	1.034526e+03	5.165957e+02	2.595424e+02
1	1.035350e+03	5.195737e+02	2.593523e+02
2	1.038912e+03	5.217203e+02	2.589142e+02
1	1.039365e+03	5.247435e+02	2.594921e+02
1	1.034120e+03	5.240415e+02	2.569188e+02
1	1.031070e+03	5.261483e+02	2.538112e+02
1	1.035376e+03	5.267685e+02	2.570005e+02
1	1.035947e+03	5.114416e+02	2.674890e+02
1	1.034064e+03	4.940097e+02	2.644292e+02
2	1.030405e+03	4.959285e+02	2.611744e+02
2	1.030766e+03	4.804960e+02	2.516425e+02
1	1.031131e+03	4.771496e+02	2.520038e+02
1	1.028145e+03	4.817747e+02	2.517856e+02
1	1.038723e+03	4.844144e+02	2.470032e+02
2	1.051053e+03	4.933442e+02	2.309860e+02
1	1.057112e+03	4.950017e+02	2.268892e+02
2	1.059865e+03	4.951098e+02	2.236473e+02
1	1.061709e+03	4.971544e+02	2.219980e+02
1	1.063356e+03	5.000561e+02	2.171909e+02
2	1.066152e+03	5.019867e+02	2.155632e+02
1	1.066369e+03	5.021086e+02	2.141971e+02
2	1.068219e+03	5.064972e+02	2.112212e+02
1	1.067711e+03	5.064350e+02	2.095774e+02
2	1.068116e+03	5.078506e+02	2.080975e+02
1	1.069407e+03	5.110851e+02	2.061143e+02
1	1.073787e+03	5.153528e+02	2.038573e+02
2	1.075576e+03	5.197996e+02	2.009826e+02
1	1.078935e+03	5.201198e+02	1.987395e+02
1	1.081681e+03	5.216532e+02	1.965944e+02
1	1.083278e+03	5.238904e+02	1.959158e+02
2	1.084680e+03	5.235501e+02	1.961558e+02
2	1.086524e+03	5.238419e+02	1.931158e+02
1	1.087563e+03	5.238666e+02	1.935273e+02
2	1.088241e+03	5.266490e+02	1.930734e+02
2	1.090673e+03	5.269672e+02	1.936365e+02
2	1.083260e+03	5.262566e+02	1.960276e+02
1	1.086713e+03	5.261660e+02	1.939580e+02
1	1.089110e+03	5.256646e+02	1.945562e+02
1	1.083036e+03	5.295187e+02	1.968081e+02
2	1.083140e+03	5.188700e+02	1.936910e+02
1	1.084159e+03	5.185073e+02	1.938914e+02
1	1.088091e+03	5.215475e+02	1.917112e+02
1	1.081932e+03	5.166907e+02	1.915411e+02
2	1.086260e+03	5.171938e+02	2.005002e+02
1	1.088448e+03	5.161085e+02	2.017076e+02
1	1.075469e+03	5.216869e+02	2.015331e+02
1	1.074096e+03	5.238497e+02	2.014399e+02
2	1.077024e+03	5.247004e+02	2.036785e+02
1	1.077271e+03	5.258366e+02	2.040398e+02
1	1.065906e+03	5.059703e+02	2.066111e+02
1	1.068402e+03	5.033825e+02	2.062110e+02
2	1.071180e+03	5.024063e+02	2.188804e+02
2	1.072627e+03	5.002371e+02	2.188478e+02
1	1.074150e+03	5.015006e+02	2.195678e+02
1	1.072472e+03	4.985521e+02	2.192795e+02
2	1.053666e+03	5.075573e+02	1.954758e+02
2	1.055584e+03	5.083696e+02	1.935741e+02
2	1.055421e+03	5.121588e+02	1.911493e+02
1	1.055114e+03	5.135361e+02	1.910481e+02
2	1.054394e+03	5.215600e+02	1.930538e+02
2	1.055528e+03	5.242130e+02	1.937225e+02
1	1.055530e+03	5.259642e+02	1.940546e+02
1	1.057031e+03	5.069529e+02	1.934675e+02
2	1.066314e+03	4.996126e+02	2.237885e+02
1	1.062885e+03	4.893451e+02	2.219583e+02
2	1.063615e+03	4.880452e+02	2.210765e+02
1	1.065906e+03	4.881561e+02	2.189639e+02
2	1.069512e+03	4.849567e+02	2.134869e+02
2	1.070760e+03	4.817064e+02	2.131455e+02
1	1.069226e+03	4.795716e+02	2.123014e+02
1	1.072494e+03	4.804659e+02	2.136768e+02
2	1.070775e+03	4.855774e+02	2.110601e+02
1	1.071459e+03	4.866131e+02	2.116423e+02
1	1.073866e+03	4.883723e+02	2.143614e+02
2	1.072408e+03	4.847883e+02	2.085817e+02
1	1.075036e+03	4.841545e+02	2.072846e+02
2	1.064772e+03	5.012216e+02	2.311004e+02
1	1.074168e+03	5.115357e+02	2.293594e+02
2	1.048327e+03	4.953904e+02	2.290079e+02
1	1.046509e+03	4.957363e+02	2.291847e+02
1	1.041327e+03	4.953251e+02	2.316549e+02
1	1.040537e+03	4.904971e+02	2.496143e+02
2	1.061842e+03	5.139025e+02	2.487664e+02
1	1.060188e+03	5.287156e+02	2.443861e+02
1	1.061369e+03	5.343500e+02	2.414079e+02
2	1.057117e+03	5.393617e+02	2.362288e+02
1	1.054505e+03	5.388096e+02	2.341789e+02
1	1.059004e+03	5.424515e+02	2.341830e+02
1	1.062682e+03	5.145890e+02	2.491894e+02
2	1.064161e+03	5.134681e+02	2.486799e+02
1	1.069059e+03	5.128235e+02	2.544688e+02
1	1.072477e+03	5.109689e+02	2.564056e+02
1	1.075243e+03	5.108444e+02	2.571562e+02
1	1.074039e+03	5.029748e+02	2.619214e+02
1	1.064585e+03	5.135546e+02	2.476707e+02
2	1.040197e+03	4.905838e+02	2.512925e+02
1	1.039419e+03	4.924728e+02	2.517568e+02
1	1.037151e+03	4.929111e+02	2.522703e+02
1	1.034218e+03	4.940713e+02	2.544478e+02
1	1.040408e+03	4.885254e+02	2.551751e+02
1	1.036678e+03	4.795245e+02	2.496426e+02
2	1.038691e+03	4.772618e+02	2.512903e+02
2	1.043514e+03	4.765765e+02	2.538449e+02
2	1.045426e+03	4.788337e+02	2.539390e+02
2	1.045314e+03	4.803257e+02	2.565265e+02
1	1.044856e+03	4.821368e+02	2.596967e+02
1	1.044406e+03	4.749135e+02	2.542569e+02
1	1.047594e+03	4.738573e+02	2.562446e+02
2	1.049658e+03	4.715666e+02	2.585357e+02
2	1.054246e+03	4.666744e+02	2.613137e+02
2	1.057353e+03	4.665681e+02	2.617261e+02
1	1.058140e+03	4.656648e+02	2.619520e+02
2	1.058696e+03	4.657298e+02	2.638179e+02
2	1.058765e+03	4.624662e+02	2.662186e+02
2	1.060008e+03	4.601586e+02	2.665959e+02
2	1.063120e+03	4.577893e+02	2.692785e+02
1	1.064591e+03	4.586268e+02	2.695007e+02
2	1.066279e+03	4.559664e+02	2.714661e+02
1	1.067860e+03	4.516232e+02	2.749297e+02
1	1.068168e+03	4.609926e+02	2.720786e+02
1	1.063343e+03	4.684106e+02	2.571061e+02
2	1.063379e+03	4.701101e+02	2.564766e+02
2	1.052750e+03	4.638416e+02	2.612065e+02
1	1.052687e+03	4.614024e+02	2.644849e+02
1	1.057150e+03	4.754805e+02	2.544684e+02
2	1.059906e+03	4.751998e+02	2.563475e+02
1	1.023743e+03	4.731265e+02	2.368313e+02
1	1.016085e+03	4.779016e+02	2.238766e+02
1	1.013768e+03	4.769372e+02	2.189200e+02
1	1.016547e+03	4.611295e+02	2.498439e+02
2	1.014079e+03	4.615210e+02	2.506028e+02
1	1.014009e+03	4.623742e+02	2.520027e+02
2	1.005156e+03	4.623905e+02	2.588410e+02
1	9.971622e+02	4.608800e+02	2.676594e+02
2	9.970313e+02	4.606224e+02	2.687572e+02
1	9.969840e+02	4.694501e+02	2.800381e+02
1	9.964012e+02	4.685141e+02	2.818493e+02
2	9.970545e+02	4.694313e+02	2.815805e+02
1	9.964012e+02	4.685141e+02	2.818493e+02
2	9.909925e+02	4.726443e+02	2.869029e+02
1	9.896620e+02	4.736139e+02	2.863859e+02
2	1.001626e+03	4.741183e+02	2.843661e+02
1	1.004755e+03	4.753105e+02	2.844510e+02
1	1.009716e+03	4.766427e+02	2.821658e+02
1	1.010845e+03	4.792626e+02	2.819878e+02
1	9.945140e+02	4.590388e+02	2.699947e+02
2	9.927692e+02	4.555023e+02	2.714917e+02
1	9.926703e+02	4.538205e+02	2.742463e+02
2	9.905084e+02	4.511481e+02	2.767107e+02
1	9.882630e+02	4.496900e+02	2.769365e+02
1	9.847076e+02	4.479217e+02	2.796430e+02
2	9.812091e+02	4.476760e+02	2.812961e+02
1	9.800061e+02	4.494662e+02	2.845062e+02
2	9.771475e+02	4.453100e+02	2.814272e+02
2	9.750126e+02	4.446983e+02	2.788997e+02
1	9.709132e+02	4.435960e+02	2.744863e+02
1	9.754723e+02	4.441962e+02	2.826984e+02
1	9.958793e+02	4.526052e+02	2.769676e+02
1	1.004440e+03	4.628218e+02	2.574919e+02
1	1.013386e+03	4.614822e+02	2.497254e+02
1	1.026385e+03	4.417789e+02	2.317796e+02
2	1.027877e+03	4.424296e+02	2.312624e+02
1	1.031574e+03	4.449583e+02	2.319496e+02
1	1.025180e+03	4.334278e+02	2.312942e+02
2	1.033867e+03	4.297762e+02	2.357239e+02
2	1.024135e+03	4.303848e+02	2.361348e+02
1	1.020204e+03	4.295712e+02	2.391516e+02
1	1.018518e+03	4.122021e+02	2.065610e+02
1	1.019997e+03	4.105070e+02	2.063143e+02
1	9.831343e+02	4.203612e+02	2.022036e+02
2	9.418668e+02	4.445204e+02	1.828510e+02
1	9.478967e+02	4.395513e+02	1.822263e+02
1	9.351183e+02	4.500483e+02	1.820269e+02
1	9.341283e+02	4.524059e+02	1.815348e+02
2	9.327346e+02	4.528528e+02	1.810321e+02
1	9.316080e+02	4.529809e+02	1.814980e+02
1	9.295792e+02	4.533147e+02	1.790346e+02
1	9.250262e+02	4.577906e+02	1.764872e+02
2	9.212751e+02	4.598568e+02	1.758857e+02
2	9.343566e+02	4.576858e+02	1.833472e+02
1	9.260274e+02	4.584908e+02	1.888724e+02
1	9.356370e+02	4.604772e+02	1.817516e+02
2	9.831184e+02	4.207761e+02	2.030106e+02
1	9.834648e+02	4.220916e+02	2.042579e+02
2	1.014490e+03	3.970060e+02	1.813865e+02
2	1.017182e+03	3.975022e+02	1.810137e+02
2	1.021925e+03	3.931288e+02	1.758670e+02
1	1.029116e+03	3.956258e+02	1.741764e+02
1	1.032715e+03	3.953978e+02	1.734308e+02
2	1.038797e+03	4.011426e+02	1.758623e+02
1	1.039973e+03	4.020996e+02	1.763913e+02
1	1.020522e+03	3.895957e+02	1.737767e+02
1	1.013194e+03	3.998704e+02	1.794495e+02
1	1.009394e+03	4.018723e+02	1.763611e+02
1	1.007842e+03	4.038555e+02	1.765007e+02
1	1.009387e+03	3.771030e+02	1.840418e+02
2	1.005219e+03	3.565625e+02	1.678143e+02
2	1.003694e+03	3.433770e+02	1.630963e+02
2	1.001803e+03	3.421637e+02	1.660278e+02
1	9.982758e+02	3.456228e+02	1.610828e+02
1	9.955580e+02	3.462787e+02	1.621426e+02
2	1.008047e+03	3.168911e+02	1.405128e+02
1	1.011379e+03	3.143827e+02	1.418767e+02
1	1.015902e+03	3.078984e+02	1.437756e+02
1	1.018402e+03	3.058883e+02	1.457741e+02
2	1.009727e+03	3.062014e+02	1.379043e+02
1	1.010964e+03	3.068807e+02	1.388036e+02
2	1.016905e+03	3.032316e+02	1.432311e+02
2	1.019690e+03	3.029564e+02	1.482954e+02
1	1.023418e+03	3.016590e+02	1.488494e+02
1	1.028511e+03	3.020325e+02	1.539759e+02
2	1.029085e+03	3.037194e+02	1.538062e+02
1	1.030547e+03	3.031242e+02	1.540455e+02
2	1.030927e+03	3.022756e+02	1.557242e+02
1	1.029547e+03	3.050201e+02	1.542252e+02
2	1.024817e+03	3.006483e+02	1.482469e+02
1	1.025232e+03	2.994480e+02	1.484648e+02
2	1.018787e+03	3.042747e+02	1.505594e+02
1	1.019831e+03	3.039783e+02	1.517592e+02
1	1.018680e+03	3.005788e+02	1.413693e+02
2	1.012126e+03	3.096162e+02	1.401604e+02
1	1.011758e+03	3.132793e+02	1.439280e+02
1	1.009530e+03	3.044041e+02	1.386771e+02
2	1.008640e+03	3.033668e+02	1.382792e+02
2	1.004582e+03	3.021791e+02	1.405776e+02
2	1.001871e+03	3.015173e+02	1.406190e+02
2	9.984989e+02	3.011199e+02	1.402349e+02
1	1.008940e+03	3.004591e+02	1.368687e+02
2	1.007603e+03	3.045522e+02	1.354757e+02
2	1.005057e+03	3.052079e+02	1.355428e+02
1	1.004773e+03	2.998618e+02	1.343411e+02
1	1.003278e+03	3.059466e+02	1.368020e+02
1	1.007944e+03	3.033882e+02	1.363275e+02
1	1.006399e+03	3.007297e+02	1.212458e+02
1	1.008404e+03	2.932448e+02	1.208923e+02
2	1.002281e+03	2.879463e+02	1.079073e+02
2	1.004902e+03	2.893560e+02	1.055261e+02
2	1.007879e+03	2.873444e+02	1.030572e+02
1	1.008144e+03	2.876931e+02	1.018226e+02
1	1.010052e+03	2.853098e+02	1.013092e+02
2	1.011019e+03	2.856679e+02	1.005235e+02
1	1.010990e+03	2.857806e+02	9.871583e+01
1	1.012588e+03	2.850904e+02	1.004233e+02
1	1.006304e+03	2.920579e+02	1.033190e+02
2	1.007098e+03	2.952086e+02	1.028775e+02
2	1.004900e+03	2.979716e+02	1.031691e+02
2	1.000605e+03	3.010191e+02	1.030001e+02
1	1.000548e+03	3.005763e+02	1.011507e+02
2	9.987275e+02	3.016052e+02	1.005183e+02
1	9.958411e+02	3.018385e+02	9.853540e+01
2	9.976221e+02	3.028440e+02	1.058682e+02
1	1.012107e+03	2.989526e+02	9.866125e+01
2	1.020443e+03	3.031629e+02	8.861682e+01
1	1.021820e+03	3.042702e+02	8.902213e+01
2	1.021902e+03	3.060110e+02	8.776703e+01
2	1.000466e+03	2.898477e+02	1.075685e+02
1	1.000286e+03	2.898804e+02	1.061040e+02
2	9.976085e+02	2.921716e+02	1.056956e+02
2	9.940422e+02	2.954691e+02	1.079522e+02
1	9.947701e+02	2.975602e+02	1.140250e+02
2	1.000152e+03	2.903134e+02	1.028428e+02
1	9.957096e+02	2.927979e+02	1.011348e+02
1	9.944761e+02	2.941419e+02	9.818060e+01
2	9.942967e+02	2.961096e+02	9.805208e+01
1	9.910709e+02	2.953503e+02	9.624664e+01
2	1.003335e+03	2.885149e+02	1.004943e+02
1	1.005150e+03	2.871913e+02	1.009957e+02
1	9.968666e+02	2.790343e+02	1.107593e+02
1	9.926459e+02	2.767544e+02	1.212009e+02
2	9.925196e+02	2.734410e+02	1.252421e+02
1	9.911087e+02	2.741754e+02	1.262729e+02
1	9.927720e+02	2.713979e+02	1.259296e+02
2	9.912623e+02	2.791720e+02	1.233321e+02
1	9.942380e+02	2.602384e+02	9.352447e+01
1	9.930787e+02	2.610745e+02	9.575582e+01
2	9.894359e+02	2.568066e+02	9.606148e+01
1	9.931550e+02	2.558800e+02	9.601548e+01
1	9.772452e+02	2.253888e+02	1.446836e+02
1	9.754233e+02	2.239533e+02	1.484875e+02
2	9.742756e+02	2.218589e+02	1.508235e+02
1	9.731571e+02	2.212237e+02	1.519047e+02
2	9.677470e+02	2.197374e+02	1.555841e+02
2	9.570842e+02	2.212695e+02	1.588154e+02
2	9.541592e+02	2.208891e+02	1.583210e+02
1	9.490584e+02	2.216236e+02	1.595721e+02
2	9.466380e+02	2.214870e+02	1.606638e+02
1	9.404085e+02	2.183475e+02	1.618550e+02
1	9.323951e+02	2.155201e+02	1.662066e+02
1	9.259598e+02	2.083695e+02	1.691060e+02
1	9.238591e+02	2.052256e+02	1.720106e+02
2	9.158384e+02	1.984545e+02	1.752652e+02
1	9.141949e+02	1.959682e+02	1.740934e+02
2	9.052490e+02	1.799513e+02	1.754277e+02
2	9.058943e+02	1.757010e+02	1.784736e+02
2	9.072428e+02	1.703145e+02	1.785357e+02
2	9.173957e+02	1.623197e+02	1.735470e+02
1	9.235970e+02	1.563922e+02	1.710833e+02
2	9.267472e+02	1.551247e+02	1.707202e+02
1	9.270391e+02	1.601083e+02	1.689162e+02
1	9.296819e+02	1.501297e+02	1.697273e+02
2	9.061625e+02	1.684983e+02	1.807164e+02
1	9.045111e+02	1.796001e+02	1.743124e+02
1	9.021948e+02	1.799887e+02	1.742342e+02
1	8.988670e+02	1.798161e+02	1.733512e+02
1	9.019532e+02	1.781033e+02	1.712594e+02
2	9.144537e+02	1.999808e+02	1.786508e+02
2	9.137715e+02	1.978095e+02	1.812270e+02
2	9.139411e+02	2.035139e+02	1.809739e+02
1	9.142416e+02	2.048349e+02	1.814583e+02
2	9.268184e+02	2.052001e+02	1.735673e+02
1	9.283304e+02	2.047576e+02	1.737639e+02
1	9.248300e+02	2.234889e+02	1.714528e+02
2	9.221268e+02	2.235394e+02	1.732351e+02
1	9.209228e+02	2.231388e+02	1.738209e+02
2	9.159984e+02	2.195628e+02	1.764370e+02
1	9.116647e+02	2.212085e+02	1.768839e+02
1	9.153622e+02	2.178844e+02	1.759970e+02
2	9.269239e+02	2.314690e+02	1.734472e+02
2	9.350392e+02	2.155949e+02	1.534861e+02
1	9.465791e+02	2.241901e+02	1.610790e+02
1	9.432261e+02	2.253087e+02	1.638964e+02
1	9.584453e+02	2.233853e+02	1.621649e+02
1	9.677461e+02	2.180223e+02	1.564602e+02
2	9.681500e+02	2.182746e+02	1.585503e+02
2	9.725795e+02	2.137973e+02	1.608600e+02
2	9.729679e+02	2.116490e+02	1.655081e+02
1	9.756880e+02	2.102455e+02	1.664725e+02
1	9.704932e+02	2.112551e+02	1.694045e+02
1	9.741463e+02	2.130495e+02	1.607963e+02
1	9.804433e+02	2.127534e+02	1.562600e+02
1	9.818529e+02	2.063942e+02	1.538753e+02
2	9.838283e+02	2.042725e+02	1.556533e+02
1	9.757636e+02	2.205911e+02	1.521302e+02
2	9.787015e+02	2.194452e+02	1.506210e+02
1	9.763017e+02	2.263386e+02	1.508924e+02
2	9.972362e+02	2.511383e+02	6.084224e+01
1	1.000360e+03	2.546520e+02	6.331811e+01
1	9.973034e+02	2.489924e+02	5.325731e+01
1	9.911413e+02	2.435863e+02	3.318454e+01
1	9.858862e+02	2.419019e+02	3.332381e+01
1	1.006355e+03	2.411763e+02	-2.064766e+00
1	1.010117e+03	2.423461e+02	3.586643e-01
1	1.005510e+03	2.357487e+02	-2.666303e+01
1	1.009749e+03	2.262776e+02	-2.501548e+01
2	1.011522e+03	2.186904e+02	-2.285484e+01
2	1.010730e+03	2.125172e+02	-2.794284e+01
2	1.008259e+03	2.089622e+02	-3.469372e+01
2	1.001548e+03	2.079231e+02	-3.804040e+01
1	1.000233e+03	2.102647e+02	-3.449256e+01
1	9.984150e+02	2.052673e+02	-4.161585e+01
2	9.968508e+02	2.050927e+02	-4.210416e+01
1	9.971312e+02	2.052175e+02	-4.416730e+01
1	9.905150e+02	2.029158e+02	-4.228784e+01
1	9.874993e+02	2.002565e+02	-3.966161e+01
2	9.989228e+02	2.028013e+02	-4.316167e+01
1	9.963831e+02	2.020946e+02	-4.440978e+01
2	1.010849e+03	2.074612e+02	-3.748623e+01
2	1.013934e+03	2.060415e+02	-4.056462e+01
1	1.015239e+03	2.083482e+02	-4.201525e+01
2	1.014202e+03	2.143446e+02	-1.516110e+01
1	1.017208e+03	2.129140e+02	-1.372024e+01
1	1.020246e+03	2.127384e+02	-9.492738e+00
1	1.020392e+03	2.074967e+02	4.923591e-01
2	1.020600e+03	2.040622e+02	4.882442e+00
1	1.020174e+03	2.026433e+02	5.129934e+00
1	1.027952e+03	2.153838e+02	-9.265514e+00
1	1.018698e+03	2.102560e+02	-1.444241e+01
2	1.005416e+03	2.362777e+02	-3.500310e+01
1	1.006677e+03	2.372141e+02	-3.483269e+01
1	1.004892e+03	2.339910e+02	-4.969387e+01
2	1.003518e+03	2.338321e+02	-7.551549e+01
2	9.991314e+02	2.327619e+02	-1.202051e+02
1	1.691853e+02	2.358968e+02	-6.887307e+00
2	1.690859e+02	2.360130e+02	-5.025409e+00
2	1.705060e+02	2.331702e+02	4.966021e+00
1	1.705742e+02	2.315768e+02	1.064735e+01
1	1.720915e+02	2.235497e+02	3.074357e+01
1	1.721854e+02	2.182542e+02	4.594236e+01
1	1.735703e+02	2.084406e+02	6.849838e+01
1	1.782451e+02	1.916277e+02	1.111504e+02
1	1.813052e+02	1.703262e+02	1.614567e+02
2	1.844293e+02	1.596441e+02	1.885071e+02
1	1.874572e+02	1.383804e+02	2.468985e+02
1	1.890014e+02	1.339373e+02	2.594687e+02
2	1.905320e+02	1.223584e+02	2.841041e+02
2	1.920617e+02	1.179793e+02	2.915168e+02
1	1.919517e+02	1.162634e+02	2.947184e+02
2	1.935659e+02	1.117270e+02	2.990074e+02
2	1.981731e+02	1.020237e+02	3.115667e+02
1	2.028649e+02	9.030610e+01	3.272731e+02
2	2.074057e+02	8.067735e+01	3.417206e+02
1	2.135537e+02	5.586347e+01	3.624443e+02
2	2.151364e+02	4.966630e+01	3.669315e+02
1	2.152273e+02	4.794784e+01	3.675538e+02
1	2.135251e+02	4.353006e+01	3.700984e+02
2	2.106042e+02	2.385421e+01	3.793461e+02
1	2.120480e+02	1.593227e+01	3.775275e+02
