%	V.id	R.x	R.y	R.z
2	9.067947e+02	5.001139e+02	6.312221e+01
1	9.065217e+02	5.057329e+02	6.069172e+01
2	9.130967e+02	5.022475e+02	6.586237e+01
2	9.157464e+02	5.055742e+02	6.843206e+01
2	9.030514e+02	5.002583e+02	4.833392e+01
1	8.954631e+02	4.978322e+02	4.653557e+01
2	8.900488e+02	4.938623e+02	4.542387e+01
1	8.873855e+02	4.913790e+02	4.338896e+01
2	8.854007e+02	4.878887e+02	4.028618e+01
1	8.819900e+02	4.878813e+02	3.904941e+01
1	8.742305e+02	4.852015e+02	3.896374e+01
2	8.728591e+02	4.844196e+02	3.737858e+01
2	8.707278e+02	4.832233e+02	3.526382e+01
1	8.696008e+02	4.807320e+02	3.360535e+01
1	8.696734e+02	4.947885e+02	2.615560e+01
1	8.681087e+02	4.978029e+02	2.570464e+01
1	8.665495e+02	4.946069e+02	2.522757e+01
1	8.869675e+02	4.852136e+02	3.862657e+01
1	8.864554e+02	4.816972e+02	3.590242e+01
1	8.881403e+02	4.805748e+02	3.344706e+01
2	8.882249e+02	4.790546e+02	3.274794e+01
2	8.876255e+02	4.767457e+02	3.029289e+01
2	8.896442e+02	4.763591e+02	2.763728e+01
1	8.867167e+02	4.763386e+02	3.008782e+01
1	8.838415e+02	4.751649e+02	2.871597e+01
1	8.851291e+02	4.752827e+02	3.352516e+01
1	8.799234e+02	4.883527e+02	4.373082e+01
2	8.877713e+02	4.946195e+02	4.824271e+01
1	9.029855e+02	4.998479e+02	5.043344e+01
2	8.971758e+02	4.844394e+02	5.280003e+01
2	9.035735e+02	5.020692e+02	3.528019e+01
1	9.022877e+02	5.033306e+02	3.524243e+01
2	9.033035e+02	5.053712e+02	3.717323e+01
2	9.048986e+02	5.064445e+02	4.020116e+01
1	9.034419e+02	5.022177e+02	3.320712e+01
2	9.047086e+02	5.042179e+02	-4.685597e+00
1	9.089800e+02	5.018565e+02	-7.380174e+00
2	9.126944e+02	5.003897e+02	-7.576177e+00
2	9.173250e+02	4.994032e+02	-5.078885e+00
2	9.232116e+02	5.031796e+02	-7.752463e+00
1	9.261131e+02	5.036955e+02	-9.314617e+00
1	9.175097e+02	4.979703e+02	-4.219077e+00
2	9.219145e+02	4.948632e+02	-2.644212e+00
1	9.227468e+02	4.958634e+02	-1.712408e+00
2	9.248388e+02	4.938433e+02	3.696019e-01
1	9.238125e+02	4.923682e+02	7.863361e-01
1	9.278266e+02	4.942941e+02	9.538595e-01
1	9.295657e+02	4.940313e+02	3.023462e+00
1	9.155592e+02	4.984680e+02	-1.184992e+01
2	9.159267e+02	4.969290e+02	-1.451256e+01
1	9.174007e+02	4.937587e+02	-1.739283e+01
1	9.047756e+02	5.029994e+02	-4.384118e+00
2	9.019731e+02	5.011780e+02	-4.971537e-02
1	9.020377e+02	5.122344e+02	-4.226510e+01
2	8.997730e+02	5.144800e+02	-6.055449e+01
1	8.988407e+02	5.141112e+02	-6.034745e+01
1	9.005143e+02	5.165449e+02	-6.966455e+01
2	8.975256e+02	5.214747e+02	-6.792861e+01
2	8.909644e+02	5.227799e+02	-6.498262e+01
1	8.898607e+02	5.241399e+02	-6.043569e+01
1	8.895148e+02	5.241315e+02	-5.475020e+01
1	8.933892e+02	5.243012e+02	-4.475085e+01
1	8.844940e+02	5.229703e+02	-3.688727e+01
1	8.823277e+02	5.217987e+02	-2.965749e+01
1	8.773903e+02	5.188451e+02	-2.457579e+01
1	8.757565e+02	5.163628e+02	-2.421864e+01
1	8.757919e+02	5.197716e+02	-2.254606e+01
1	8.967796e+02	5.263308e+02	-3.963445e+01
1	8.960524e+02	5.296852e+02	-3.486286e+01
2	8.958506e+02	5.330199e+02	-3.021285e+01
2	8.839385e+02	5.227720e+02	-7.030685e+01
2	8.819729e+02	5.216519e+02	-7.282362e+01
1	8.833174e+02	5.195682e+02	-7.424437e+01
1	8.793291e+02	5.211853e+02	-7.436563e+01
2	8.759616e+02	5.231882e+02	-7.536552e+01
1	8.726913e+02	5.228819e+02	-7.705217e+01
2	8.784781e+02	5.182585e+02	-7.594712e+01
2	8.984863e+02	5.239483e+02	-6.750497e+01
1	9.008246e+02	5.269106e+02	-6.960259e+01
1	9.008091e+02	5.323516e+02	-7.465291e+01
2	9.034977e+02	5.375599e+02	-7.793499e+01
2	9.019048e+02	5.168407e+02	-6.971219e+01
1	9.016900e+02	5.183429e+02	-6.961616e+01
1	9.423675e+02	5.806942e+02	-7.272923e+01
2	9.417876e+02	5.828546e+02	-7.283927e+01
1	9.420102e+02	5.881289e+02	-6.473887e+01
1	9.346853e+02	5.874034e+02	-5.779265e+01
1	9.419972e+02	5.832477e+02	-7.456780e+01
1	9.038911e+02	5.158359e+02	-7.014348e+01
2	9.008751e+02	5.166435e+02	-7.329836e+01
2	9.101927e+02	5.181205e+02	-6.489661e+01
1	9.111618e+02	5.190609e+02	-6.465696e+01
1	9.115304e+02	5.222371e+02	-6.235048e+01
2	9.116473e+02	5.220573e+02	-6.041016e+01
1	9.120991e+02	5.213696e+02	-6.020662e+01
1	9.037744e+02	5.184934e+02	-7.771693e+01
2	9.045124e+02	5.184429e+02	-7.791522e+01
1	9.073140e+02	5.178560e+02	-7.742064e+01
2	8.943564e+02	5.138883e+02	-1.108100e+02
1	8.666327e+02	5.784111e+02	-8.228072e+01
1	8.758372e+02	5.801392e+02	-1.942686e+01
1	8.849365e+02	5.783625e+02	3.829171e+01
2	8.850223e+02	5.783868e+02	4.020158e+01
2	8.958185e+02	5.792926e+02	9.548418e+01
2	8.988912e+02	5.792603e+02	1.155728e+02
2	9.003956e+02	5.783735e+02	1.306224e+02
1	9.019785e+02	5.758625e+02	1.688934e+02
2	9.034872e+02	5.748597e+02	1.784191e+02
1	9.034696e+02	5.748169e+02	1.815564e+02
1	9.065330e+02	5.748579e+02	2.016600e+02
2	9.065104e+02	5.748830e+02	2.036054e+02
2	9.126491e+02	5.801610e+02	2.638664e+02
2	9.157638e+02	5.801618e+02	2.839437e+02
1	9.218999e+02	5.854868e+02	3.423852e+02
2	9.218856e+02	5.854919e+02	3.443393e+02
1	9.249489e+02	5.853874e+02	3.625756e+02
2	9.249371e+02	5.854610e+02	3.644194e+02
1	9.280695e+02	5.890674e+02	3.901600e+02
2	9.280415e+02	5.889711e+02	3.920415e+02
2	9.403910e+02	5.961404e+02	4.699309e+02
1	9.465005e+02	5.978945e+02	5.057285e+02
2	9.463587e+02	5.979376e+02	5.076306e+02
1	9.495757e+02	6.014401e+02	5.284282e+02
1	9.541130e+02	6.023468e+02	5.509451e+02
2	9.542409e+02	6.023689e+02	5.528343e+02
1	9.741392e+02	6.156400e+02	6.715965e+02
1	9.803893e+02	6.173685e+02	6.991963e+02
2	9.802906e+02	6.174222e+02	7.011151e+02
1	9.833434e+02	6.173871e+02	7.093933e+02
2	9.894085e+02	6.156310e+02	7.236666e+02
1	9.926572e+02	6.156430e+02	7.318765e+02
2	1.003361e+03	6.164965e+02	7.588991e+02
1	1.007884e+03	6.174168e+02	7.695313e+02
2	1.007957e+03	6.174440e+02	7.714173e+02
2	1.009308e+03	6.183097e+02	7.741308e+02
1	1.012562e+03	6.183064e+02	7.821570e+02
1	1.018771e+03	6.201383e+02	7.946954e+02
1	1.021686e+03	6.199650e+02	7.997844e+02
2	1.021762e+03	6.201681e+02	8.016672e+02
2	1.023302e+03	6.209869e+02	8.041416e+02
2	1.030959e+03	6.218081e+02	8.192336e+02
2	1.035632e+03	6.228370e+02	8.267426e+02
2	1.038669e+03	6.226147e+02	8.317298e+02
1	1.041718e+03	6.227038e+02	8.347858e+02
2	1.044898e+03	6.228242e+02	8.367725e+02
1	1.058643e+03	6.254068e+02	8.500115e+02
2	1.064790e+03	6.253572e+02	8.568397e+02
2	1.081598e+03	6.280801e+02	8.720461e+02
2	1.083218e+03	6.289868e+02	8.745325e+02
2	1.095571e+03	6.306934e+02	8.921027e+02
1	1.098552e+03	6.307314e+02	8.951875e+02
2	1.112396e+03	6.334045e+02	9.121928e+02
1	1.120103e+03	6.360572e+02	9.203505e+02
1	1.155448e+03	6.440346e+02	9.605744e+02
2	1.169255e+03	6.448320e+02	9.749947e+02
2	1.178504e+03	6.466627e+02	9.825545e+02
1	1.181569e+03	6.466956e+02	9.857126e+02
2	1.189282e+03	6.475795e+02	9.950971e+02
1	1.193850e+03	6.484656e+02	9.982777e+02
2	1.198481e+03	6.493864e+02	1.002689e+03
2	1.209185e+03	6.502198e+02	1.015259e+03
2	1.213832e+03	6.511307e+02	1.020253e+03
1	1.221604e+03	6.537403e+02	1.028382e+03
1	1.229173e+03	6.546791e+02	1.036032e+03
1	1.240002e+03	6.537610e+02	1.048510e+03
1	1.246119e+03	6.521266e+02	1.056186e+03
1	1.249119e+03	6.520536e+02	1.061069e+03
2	1.250727e+03	6.493720e+02	1.068012e+03
2	1.252279e+03	6.484473e+02	1.070468e+03
1	1.258385e+03	6.467160e+02	1.071172e+03
2	1.259865e+03	6.458315e+02	1.070517e+03
2	1.269181e+03	6.386696e+02	1.073065e+03
1	1.270637e+03	6.395231e+02	1.073709e+03
2	1.272226e+03	6.387027e+02	1.073024e+03
1	1.273719e+03	6.396472e+02	1.073635e+03
1	1.275306e+03	6.423474e+02	1.073670e+03
1	1.281420e+03	6.440213e+02	1.076185e+03
2	1.282958e+03	6.448862e+02	1.075547e+03
2	1.283445e+03	6.448958e+02	1.075874e+03
1	1.288354e+03	6.456317e+02	1.078583e+03
1	1.289190e+03	6.470814e+02	1.081194e+03
2	1.293467e+03	6.491470e+02	1.083725e+03
1	1.293713e+03	6.492817e+02	1.086242e+03
1	1.281473e+03	6.436836e+02	1.076662e+03
1	1.278937e+03	6.357539e+02	1.078652e+03
2	1.278925e+03	6.348617e+02	1.080829e+03
1	1.278625e+03	6.339890e+02	1.080718e+03
1	1.274156e+03	6.354403e+02	1.071523e+03
2	1.279807e+03	6.326540e+02	1.070653e+03
1	1.282084e+03	6.356594e+02	1.068515e+03
2	1.281288e+03	6.303450e+02	1.070044e+03
1	1.283072e+03	6.301136e+02	1.070695e+03
1	1.283953e+03	6.248096e+02	1.068736e+03
1	1.270996e+03	6.307013e+02	1.066324e+03
1	1.268206e+03	6.289429e+02	1.063045e+03
2	1.269104e+03	6.386081e+02	1.073179e+03
1	1.267941e+03	6.309718e+02	1.076523e+03
1	1.266599e+03	6.278831e+02	1.076176e+03
2	1.264558e+03	6.251895e+02	1.078345e+03
1	1.265399e+03	6.246274e+02	1.078265e+03
1	1.262650e+03	6.244114e+02	1.078671e+03
2	1.266199e+03	6.262511e+02	1.075396e+03
2	1.266351e+03	6.231146e+02	1.077817e+03
1	1.266328e+03	6.230846e+02	1.080863e+03
1	1.261654e+03	6.238160e+02	1.093896e+03
1	1.268927e+03	6.222180e+02	1.086689e+03
1	1.266392e+03	6.259477e+02	1.073723e+03
1	1.262815e+03	6.225859e+02	1.070418e+03
1	1.263431e+03	6.173392e+02	1.065948e+03
2	1.267652e+03	6.556094e+02	1.075383e+03
1	1.271327e+03	6.665011e+02	1.073241e+03
1	1.271989e+03	6.695942e+02	1.073942e+03
1	1.272685e+03	6.712043e+02	1.075840e+03
1	1.271095e+03	6.751594e+02	1.079072e+03
1	1.269223e+03	6.550897e+02	1.075582e+03
1	1.251316e+03	6.479662e+02	1.073556e+03
1	1.251820e+03	6.469705e+02	1.080759e+03
1	1.250919e+03	6.454523e+02	1.088452e+03
1	1.249225e+03	6.450618e+02	1.094410e+03
2	1.249585e+03	6.452377e+02	1.095225e+03
2	1.250263e+03	6.389040e+02	1.103728e+03
1	1.250507e+03	6.388326e+02	1.106349e+03
2	1.246318e+03	6.414164e+02	1.118373e+03
1	1.244586e+03	6.387210e+02	1.121414e+03
2	1.246078e+03	6.431758e+02	1.120758e+03
2	1.244628e+03	6.498446e+02	1.118535e+03
1	1.245185e+03	6.508792e+02	1.118592e+03
2	1.242808e+03	6.499303e+02	1.115876e+03
1	1.246051e+03	6.431871e+02	1.129245e+03
2	1.244057e+03	6.409189e+02	1.130917e+03
1	1.248108e+03	6.437124e+02	1.131793e+03
1	1.252598e+03	6.372399e+02	1.109294e+03
1	1.275733e+03	6.387796e+02	1.140923e+03
1	1.278364e+03	6.369433e+02	1.143981e+03
1	1.287826e+03	6.347583e+02	1.148854e+03
1	1.293739e+03	6.330514e+02	1.151765e+03
2	1.297340e+03	6.312391e+02	1.155755e+03
1	1.297748e+03	6.309574e+02	1.156713e+03
2	1.278134e+03	6.370249e+02	1.145808e+03
1	1.275031e+03	6.422408e+02	1.144099e+03
1	1.278326e+03	6.457869e+02	1.148969e+03
1	1.276849e+03	6.465649e+02	1.151695e+03
1	1.275380e+03	6.483475e+02	1.153830e+03
1	1.249229e+03	6.311672e+02	1.111212e+03
1	1.247684e+03	6.278111e+02	1.111608e+03
1	1.250712e+03	6.369327e+02	1.103813e+03
1	1.250972e+03	6.338023e+02	1.101306e+03
2	1.249559e+03	6.326113e+02	1.100698e+03
2	1.250730e+03	6.297716e+02	1.100646e+03
1	1.250711e+03	6.280668e+02	1.101300e+03
2	1.252309e+03	6.271023e+02	1.100446e+03
2	1.250975e+03	6.240458e+02	1.100949e+03
1	1.251084e+03	6.220353e+02	1.101430e+03
2	1.255865e+03	6.252030e+02	1.098020e+03
1	1.256761e+03	6.243153e+02	1.098322e+03
1	1.253238e+03	6.337213e+02	1.105950e+03
1	1.259964e+03	6.351689e+02	1.108293e+03
1	1.262717e+03	6.329778e+02	1.110756e+03
2	1.250953e+03	6.487719e+02	1.097912e+03
1	1.250374e+03	6.510360e+02	1.098765e+03
1	1.247584e+03	6.543284e+02	1.101493e+03
1	1.245570e+03	6.576509e+02	1.101803e+03
2	1.246326e+03	6.605149e+02	1.105384e+03
1	1.247128e+03	6.616556e+02	1.108361e+03
1	1.246553e+03	6.624329e+02	1.111093e+03
1	1.244486e+03	6.634365e+02	1.103795e+03
2	1.243518e+03	6.631181e+02	1.103439e+03
1	1.252199e+03	6.535021e+02	1.099520e+03
1	1.251968e+03	6.482956e+02	1.098449e+03
2	1.245842e+03	6.449248e+02	1.095857e+03
2	1.242021e+03	6.477223e+02	1.095798e+03
2	1.237903e+03	6.497206e+02	1.098294e+03
2	1.236605e+03	6.542130e+02	1.100350e+03
1	1.237428e+03	6.588408e+02	1.098817e+03
1	1.236923e+03	6.620685e+02	1.096726e+03
1	1.236571e+03	6.673955e+02	1.091139e+03
2	1.234730e+03	6.688809e+02	1.085550e+03
2	1.240274e+03	6.678587e+02	1.083380e+03
1	1.241206e+03	6.682490e+02	1.083637e+03
1	1.230827e+03	6.715560e+02	1.083501e+03
1	1.238546e+03	6.702705e+02	1.091539e+03
1	1.238541e+03	6.601969e+02	1.101006e+03
1	1.235838e+03	6.547282e+02	1.101163e+03
1	1.235926e+03	6.531753e+02	1.103490e+03
1	1.231450e+03	6.575718e+02	1.101620e+03
1	1.228889e+03	6.599040e+02	1.101170e+03
1	1.232005e+03	6.458588e+02	1.099074e+03
1	1.231311e+03	6.434325e+02	1.098650e+03
1	1.241724e+03	6.475368e+02	1.093914e+03
1	1.244624e+03	6.403802e+02	1.098544e+03
1	1.238747e+03	6.489199e+02	1.075630e+03
1	1.249066e+03	6.489535e+02	1.069285e+03
2	1.246335e+03	6.484486e+02	1.069959e+03
2	1.253451e+03	6.545490e+02	1.063189e+03
1	1.255648e+03	6.559508e+02	1.063216e+03
1	1.305618e+03	6.761783e+02	1.096488e+03
1	1.309012e+03	6.780552e+02	1.098811e+03
1	1.314578e+03	6.817205e+02	1.101419e+03
1	1.319671e+03	6.900054e+02	1.111682e+03
1	1.324503e+03	6.992576e+02	1.118701e+03
2	1.332106e+03	7.136144e+02	1.125483e+03
2	1.336872e+03	7.167666e+02	1.125905e+03
1	1.341598e+03	7.194380e+02	1.123928e+03
2	1.345899e+03	7.238944e+02	1.123387e+03
1	1.350842e+03	7.266080e+02	1.120727e+03
2	1.353786e+03	7.284775e+02	1.120925e+03
1	1.364417e+03	7.345268e+02	1.126418e+03
1	1.366338e+03	7.356111e+02	1.124588e+03
2	1.364425e+03	7.345249e+02	1.113248e+03
2	1.366834e+03	7.362289e+02	1.110393e+03
2	1.365704e+03	7.377703e+02	1.108559e+03
1	1.365855e+03	7.385121e+02	1.108606e+03
1	1.369778e+03	7.380719e+02	1.133894e+03
1	1.372735e+03	7.474307e+02	1.141823e+03
2	1.373766e+03	7.488072e+02	1.146511e+03
2	1.375099e+03	7.529327e+02	1.148606e+03
1	1.370887e+03	7.577392e+02	1.168563e+03
1	1.370160e+03	7.605672e+02	1.171824e+03
2	1.366102e+03	7.578732e+02	1.183686e+03
2	1.376850e+03	7.554170e+02	1.148304e+03
1	1.376884e+03	7.576619e+02	1.149011e+03
1	1.373665e+03	7.523378e+02	1.139008e+03
2	1.372099e+03	7.566929e+02	1.135846e+03
2	1.370560e+03	7.558175e+02	1.133343e+03
1	1.370225e+03	7.557702e+02	1.132056e+03
1	1.371765e+03	7.585529e+02	1.136551e+03
1	1.371867e+03	7.352257e+02	1.133961e+03
1	1.350524e+03	7.300247e+02	1.093727e+03
2	1.345005e+03	7.301006e+02	1.085969e+03
2	1.355445e+03	7.309844e+02	1.090396e+03
2	1.361779e+03	7.290141e+02	1.088530e+03
1	1.344525e+03	7.265094e+02	1.126686e+03
1	1.336716e+03	7.177581e+02	1.131324e+03
1	1.329626e+03	7.163788e+02	1.126651e+03
1	1.329489e+03	7.171685e+02	1.128719e+03
2	1.322910e+03	7.212134e+02	1.133347e+03
1	1.322526e+03	7.247360e+02	1.134083e+03
1	1.319414e+03	7.197200e+02	1.134366e+03
2	1.321318e+03	6.811931e+02	1.098134e+03
1	1.330484e+03	6.853971e+02	1.094249e+03
2	1.335445e+03	6.861794e+02	1.091142e+03
2	1.333226e+03	6.863461e+02	1.088355e+03
1	1.332119e+03	6.858469e+02	1.088097e+03
2	1.332512e+03	6.851242e+02	1.080766e+03
2	1.337656e+03	6.859646e+02	1.090452e+03
1	1.339822e+03	6.866225e+02	1.091252e+03
2	1.340404e+03	6.870000e+02	1.093203e+03
2	1.344262e+03	6.892788e+02	1.092652e+03
1	1.347492e+03	6.875182e+02	1.093744e+03
2	1.341345e+03	6.862576e+02	1.090338e+03
2	1.343002e+03	6.863212e+02	1.088515e+03
1	1.337830e+03	6.855439e+02	1.088506e+03
1	1.340092e+03	6.834419e+02	1.088106e+03
1	1.307628e+03	6.732994e+02	1.101406e+03
2	1.306193e+03	6.707483e+02	1.103430e+03
1	1.306011e+03	6.689196e+02	1.103749e+03
1	1.261715e+03	6.672342e+02	1.025924e+03
1	1.264488e+03	6.681419e+02	1.021114e+03
2	1.264375e+03	6.662745e+02	1.014720e+03
2	1.254062e+03	6.579396e+02	1.004597e+03
2	1.267623e+03	6.697799e+02	1.020054e+03
1	1.271283e+03	6.693175e+02	1.018027e+03
2	1.252299e+03	6.465955e+02	1.052956e+03
1	1.258349e+03	6.415958e+02	1.060897e+03
2	1.258521e+03	6.406894e+02	1.062983e+03
1	1.258361e+03	6.411434e+02	1.065944e+03
2	1.258270e+03	6.436154e+02	1.069987e+03
2	1.258417e+03	6.466307e+02	1.073049e+03
1	1.258471e+03	6.469252e+02	1.076431e+03
2	1.259873e+03	6.489887e+02	1.078152e+03
1	1.256363e+03	6.526333e+02	1.073167e+03
2	1.253621e+03	6.455998e+02	1.050902e+03
1	1.253663e+03	6.451103e+02	1.048265e+03
2	1.251664e+03	6.445471e+02	1.045330e+03
1	1.247714e+03	6.441329e+02	1.040846e+03
2	1.230627e+03	6.611642e+02	1.035305e+03
1	1.232955e+03	6.631245e+02	1.033496e+03
2	1.236273e+03	6.675949e+02	1.032912e+03
2	1.247586e+03	6.759968e+02	1.042871e+03
1	1.245084e+03	6.829131e+02	1.048244e+03
2	1.245000e+03	6.831536e+02	1.050382e+03
1	1.242967e+03	6.825648e+02	1.054221e+03
2	1.253720e+03	6.743171e+02	1.046108e+03
1	1.255232e+03	6.732717e+02	1.046096e+03
1	1.258519e+03	6.719395e+02	1.044098e+03
1	1.267970e+03	6.728272e+02	1.041215e+03
1	1.236230e+03	6.675268e+02	1.030874e+03
2	1.237059e+03	6.692677e+02	1.030821e+03
1	1.221540e+03	6.538300e+02	1.028412e+03
2	1.198732e+03	6.499890e+02	1.002425e+03
1	1.194159e+03	6.484145e+02	9.982878e+02
2	1.189231e+03	6.475590e+02	9.950786e+02
1	1.187717e+03	6.466998e+02	9.957543e+02
2	1.187598e+03	6.467023e+02	9.975739e+02
1	1.187638e+03	6.468356e+02	1.001274e+03
1	1.186027e+03	6.468220e+02	1.003208e+03
1	1.183628e+03	6.445446e+02	1.005435e+03
1	1.181963e+03	6.468886e+02	9.852094e+02
1	1.167829e+03	6.406549e+02	9.781270e+02
2	1.155393e+03	6.456365e+02	9.603491e+02
2	1.150738e+03	6.554875e+02	9.652771e+02
2	1.146314e+03	6.569439e+02	9.694790e+02
1	1.134298e+03	6.400680e+02	9.686542e+02
1	1.142860e+03	6.606391e+02	9.755389e+02
1	1.141458e+03	6.609215e+02	9.833433e+02
1	1.112608e+03	6.314165e+02	9.128630e+02
1	1.098130e+03	6.302372e+02	8.956020e+02
1	1.083656e+03	6.348125e+02	8.723505e+02
2	1.081653e+03	6.279172e+02	8.717750e+02
1	1.083248e+03	6.284529e+02	8.724547e+02
2	1.086814e+03	6.290324e+02	8.741775e+02
2	1.089486e+03	6.359218e+02	8.822216e+02
2	1.083330e+03	6.254358e+02	8.669029e+02
1	1.084565e+03	6.246058e+02	8.670833e+02
1	1.084536e+03	6.228277e+02	8.650796e+02
2	1.084762e+03	6.213569e+02	8.647760e+02
1	1.089402e+03	6.202631e+02	8.647776e+02
2	1.089357e+03	6.183308e+02	8.645199e+02
2	1.089508e+03	6.219028e+02	8.696488e+02
1	1.082851e+03	6.251702e+02	8.654985e+02
2	1.065055e+03	6.253668e+02	8.573919e+02
2	1.063651e+03	6.228075e+02	8.565241e+02
1	1.058384e+03	6.254839e+02	8.497154e+02
2	1.069482e+03	6.492133e+02	8.568715e+02
2	1.068469e+03	6.626489e+02	8.573298e+02
2	1.064897e+03	6.655517e+02	8.541110e+02
2	1.044880e+03	6.222552e+02	8.369858e+02
1	1.041739e+03	6.229164e+02	8.352226e+02
1	1.035454e+03	6.227650e+02	8.346247e+02
1	1.033654e+03	6.213444e+02	8.378762e+02
2	1.029456e+03	6.209659e+02	8.443492e+02
1	1.031403e+03	6.219876e+02	8.478799e+02
2	1.032644e+03	6.247934e+02	8.489888e+02
1	1.031345e+03	6.253553e+02	8.502135e+02
2	1.020233e+03	6.174296e+02	8.518928e+02
1	1.016114e+03	6.127406e+02	8.519102e+02
2	1.014247e+03	6.120923e+02	8.526016e+02
1	1.012171e+03	6.130969e+02	8.526698e+02
1	1.009584e+03	6.148578e+02	8.498521e+02
2	1.007736e+03	6.152745e+02	8.549817e+02
1	1.008344e+03	6.167730e+02	8.547631e+02
1	1.013492e+03	6.099609e+02	8.526797e+02
1	1.012776e+03	6.092832e+02	8.543872e+02
2	1.012566e+03	6.076581e+02	8.544028e+02
1	1.012608e+03	6.023203e+02	8.526123e+02
1	1.012663e+03	5.987650e+02	8.550540e+02
2	1.007936e+03	6.014533e+02	8.619259e+02
2	1.012595e+03	6.059587e+02	8.489255e+02
1	1.011712e+03	6.031596e+02	8.473848e+02
2	1.018872e+03	6.183192e+02	8.542197e+02
1	1.021394e+03	6.230415e+02	8.625440e+02
2	1.023459e+03	6.192403e+02	8.694718e+02
2	1.024543e+03	6.198319e+02	8.714539e+02
1	1.038531e+03	6.101851e+02	8.423284e+02
2	1.034109e+03	6.242921e+02	8.343644e+02
2	1.032020e+03	6.267943e+02	8.344357e+02
2	1.035627e+03	6.232838e+02	8.267869e+02
1	1.035368e+03	6.243321e+02	8.273066e+02
2	1.030509e+03	6.218127e+02	8.187917e+02
2	1.029660e+03	6.225798e+02	8.213853e+02
1	1.027767e+03	6.213585e+02	8.175754e+02
1	1.023238e+03	6.228183e+02	8.046763e+02
2	1.021993e+03	6.197570e+02	8.017951e+02
1	1.021790e+03	6.198951e+02	7.997663e+02
1	1.018708e+03	6.201815e+02	7.947377e+02
2	1.008278e+03	6.152699e+02	7.840898e+02
1	1.003110e+03	6.143411e+02	7.943004e+02
1	1.008780e+03	6.200700e+02	7.743421e+02
1	1.007611e+03	6.233402e+02	7.749988e+02
2	1.007648e+03	6.175134e+02	7.711724e+02
2	1.004913e+03	6.173079e+02	7.715080e+02
2	1.002926e+03	6.162723e+02	7.690654e+02
1	1.003269e+03	6.180964e+02	7.727606e+02
1	1.008007e+03	6.172691e+02	7.696842e+02
1	1.018119e+03	6.152930e+02	7.696839e+02
1	1.003076e+03	6.140789e+02	7.592928e+02
1	9.929580e+02	6.151619e+02	7.317918e+02
2	9.896167e+02	6.104738e+02	7.235862e+02
1	9.881578e+02	6.099639e+02	7.241663e+02
1	9.914825e+02	6.074780e+02	7.215929e+02
1	9.913417e+02	6.043516e+02	7.191729e+02
2	9.928924e+02	6.070241e+02	7.208952e+02
1	9.957182e+02	6.070158e+02	7.186626e+02
2	9.815241e+02	6.207059e+02	7.111567e+02
2	9.741069e+02	6.244603e+02	7.087980e+02
2	9.712103e+02	6.281341e+02	7.109423e+02
1	9.617519e+02	6.280061e+02	7.142689e+02
2	9.556302e+02	6.248418e+02	7.185231e+02
2	9.723218e+02	6.309272e+02	7.113064e+02
1	9.742999e+02	6.332052e+02	7.099591e+02
2	9.833484e+02	6.216088e+02	7.140115e+02
1	9.847200e+02	6.215504e+02	7.166231e+02
2	9.798747e+02	6.175168e+02	7.013909e+02
2	9.774770e+02	6.194344e+02	6.990390e+02
1	9.772894e+02	6.190644e+02	6.965785e+02
1	9.757008e+02	6.200803e+02	6.992373e+02
1	9.770692e+02	6.176383e+02	7.040477e+02
2	9.725924e+02	6.200967e+02	7.062085e+02
2	9.724583e+02	6.220645e+02	7.083775e+02
2	9.679107e+02	6.229142e+02	7.114350e+02
1	9.666314e+02	6.217700e+02	7.165545e+02
2	9.688099e+02	6.182285e+02	7.236583e+02
1	9.709888e+02	6.184407e+02	7.267195e+02
1	9.664535e+02	6.236465e+02	7.118407e+02
1	9.739128e+02	6.229723e+02	7.087769e+02
1	9.726468e+02	6.142694e+02	7.092897e+02
2	9.622579e+02	6.065706e+02	7.161612e+02
1	9.384547e+02	6.054774e+02	7.169363e+02
2	9.300310e+02	6.044069e+02	7.163619e+02
2	9.618145e+02	6.032103e+02	7.187158e+02
1	9.911682e+02	6.205721e+02	6.998646e+02
1	9.661903e+02	6.237621e+02	6.714745e+02
1	9.660735e+02	6.253040e+02	6.690339e+02
2	9.540032e+02	6.023904e+02	5.530337e+02
1	9.479187e+02	6.049006e+02	5.283012e+02
1	9.477203e+02	6.131947e+02	5.306593e+02
1	9.388811e+02	6.268773e+02	5.253546e+02
1	9.340076e+02	6.394482e+02	5.286585e+02
1	9.259808e+02	6.436385e+02	5.362776e+02
2	9.235575e+02	6.431242e+02	5.373044e+02
1	9.221967e+02	6.432793e+02	5.384170e+02
1	9.198217e+02	6.411794e+02	5.383624e+02
1	9.464843e+02	5.961311e+02	5.086789e+02
1	9.453904e+02	5.885108e+02	5.082374e+02
2	9.452703e+02	5.823895e+02	5.098767e+02
1	9.526156e+02	5.747706e+02	5.084560e+02
1	9.443332e+02	5.813410e+02	5.103063e+02
2	9.403380e+02	5.961918e+02	4.698751e+02
2	9.281220e+02	5.892548e+02	3.921914e+02
1	9.250523e+02	5.901653e+02	3.929090e+02
1	9.255398e+02	5.823065e+02	3.646913e+02
2	9.245634e+02	5.797588e+02	3.645953e+02
2	9.258450e+02	5.756041e+02	3.621366e+02
2	9.281859e+02	5.795575e+02	3.646990e+02
2	9.218781e+02	5.858814e+02	3.444324e+02
