%	I.id	Rstop.x	Rstop.y	Rstop.z
1	1.034570e+03	5.034654e+02	2.586681e+02
2	1.033111e+03	4.930258e+02	2.643269e+02
1	1.034149e+03	4.925328e+02	2.655002e+02
1	1.030334e+03	4.958848e+02	2.610776e+02
2	1.031270e+03	5.011274e+02	2.672413e+02
1	1.033889e+03	4.736758e+02	2.549229e+02
1	1.024090e+03	4.684457e+02	2.487841e+02
2	1.023723e+03	4.797158e+02	2.544795e+02
1	1.026512e+03	4.828503e+02	2.515798e+02
2	1.097093e+03	5.251703e+02	1.912442e+02
2	1.093602e+03	5.287889e+02	1.958259e+02
2	1.085007e+03	5.332829e+02	1.922452e+02
1	1.090408e+03	5.204074e+02	1.934695e+02
2	1.086154e+03	5.190900e+02	1.914640e+02
2	1.086964e+03	5.207588e+02	1.991112e+02
1	1.084240e+03	5.258740e+02	1.916946e+02
1	1.089122e+03	5.255794e+02	1.944782e+02
1	1.093303e+03	5.233231e+02	1.945500e+02
2	1.079440e+03	5.321375e+02	1.977953e+02
1	1.085896e+03	5.294272e+02	1.979225e+02
1	1.088197e+03	5.213410e+02	1.917334e+02
1	1.087818e+03	5.254021e+02	1.907500e+02
1	1.090012e+03	5.128177e+02	1.949395e+02
2	1.083249e+03	5.104456e+02	1.933762e+02
1	1.078196e+03	5.162629e+02	1.878805e+02
1	1.084505e+03	5.165525e+02	2.006859e+02
2	1.091264e+03	5.161347e+02	2.033044e+02
1	1.093787e+03	5.166318e+02	2.042636e+02
2	1.074900e+03	5.330848e+02	2.011413e+02
1	1.074407e+03	5.324973e+02	2.088670e+02
1	1.078753e+03	5.232624e+02	2.039733e+02
2	1.076586e+03	5.262166e+02	2.045352e+02
1	1.076009e+03	5.321601e+02	2.044310e+02
1	1.075496e+03	5.147230e+02	2.060340e+02
1	1.065452e+03	5.112051e+02	2.018975e+02
2	1.065964e+03	5.046498e+02	2.040362e+02
1	1.063586e+03	5.040134e+02	2.117599e+02
1	1.071125e+03	5.051839e+02	2.065129e+02
1	1.064981e+03	4.981817e+02	2.039633e+02
2	1.070402e+03	5.103822e+02	2.159046e+02
1	1.066862e+03	4.984521e+02	2.095499e+02
2	1.079123e+03	4.992891e+02	2.207175e+02
1	1.079364e+03	5.023215e+02	2.245160e+02
2	1.072075e+03	4.969683e+02	2.165044e+02
1	1.068595e+03	4.904605e+02	2.199852e+02
2	1.071619e+03	5.094819e+02	2.249693e+02
1	1.056368e+03	5.007868e+02	1.805974e+02
2	1.057957e+03	5.209652e+02	1.871687e+02
1	1.051228e+03	5.211743e+02	1.908240e+02
2	1.055565e+03	5.242101e+02	1.936558e+02
2	1.063791e+03	5.309723e+02	1.943683e+02
1	1.052872e+03	5.315791e+02	1.941559e+02
2	1.058391e+03	5.077651e+02	1.915434e+02
1	1.058587e+03	5.086895e+02	1.963757e+02
2	1.049391e+03	5.100844e+02	1.945539e+02
1	1.067527e+03	4.975726e+02	2.276640e+02
2	1.068029e+03	5.033509e+02	2.219454e+02
2	1.068039e+03	4.765221e+02	2.102947e+02
1	1.068381e+03	4.711706e+02	2.130021e+02
2	1.077046e+03	4.803804e+02	2.122608e+02
1	1.073298e+03	4.800028e+02	2.188715e+02
2	1.069925e+03	4.894076e+02	2.106020e+02
1	1.073786e+03	4.885468e+02	2.143738e+02
1	1.080811e+03	4.853682e+02	2.149969e+02
2	1.069904e+03	4.856310e+02	2.059661e+02
2	1.076218e+03	4.816142e+02	2.063072e+02
1	1.081296e+03	4.828973e+02	2.052329e+02
1	1.070877e+03	4.872289e+02	2.153356e+02
2	1.057373e+03	4.782789e+02	2.222381e+02
1	1.064942e+03	4.886360e+02	2.239146e+02
1	1.065763e+03	5.022488e+02	2.357310e+02
2	1.078466e+03	5.152582e+02	2.298973e+02
1	1.074845e+03	5.129155e+02	2.270151e+02
2	1.051068e+03	4.968272e+02	2.178441e+02
2	1.038460e+03	4.977193e+02	2.268218e+02
1	1.041691e+03	4.949954e+02	2.336643e+02
1	1.040762e+03	4.952547e+02	2.316734e+02
1	1.050339e+03	5.380048e+02	2.365215e+02
1	1.052775e+03	5.377868e+02	2.312726e+02
2	1.059000e+03	5.423870e+02	2.340813e+02
1	1.055606e+03	5.434557e+02	2.313064e+02
1	1.065318e+03	5.324381e+02	2.394348e+02
1	1.060533e+03	5.311439e+02	2.476126e+02
2	1.082977e+03	5.128672e+02	2.582681e+02
1	1.079542e+03	5.076320e+02	2.572322e+02
1	1.076524e+03	5.062890e+02	2.634093e+02
1	1.074090e+03	4.997097e+02	2.645986e+02
1	1.068194e+03	5.141674e+02	2.579495e+02
2	1.066509e+03	5.124871e+02	2.466885e+02
1	1.069343e+03	5.142089e+02	2.413835e+02
1	1.064580e+03	5.177472e+02	2.526695e+02
1	1.035259e+03	4.926987e+02	2.507831e+02
1	1.034343e+03	4.941358e+02	2.546014e+02
1	1.026332e+03	4.925188e+02	2.535732e+02
1	1.040380e+03	4.977683e+02	2.591935e+02
2	1.039754e+03	4.867729e+02	2.567623e+02
1	1.038971e+03	4.859607e+02	2.563928e+02
2	1.045263e+03	4.821914e+02	2.553994e+02
2	1.045057e+03	4.807286e+02	2.645794e+02
1	1.045154e+03	4.847379e+02	2.598362e+02
2	1.049279e+03	4.833741e+02	2.534981e+02
2	1.049048e+03	4.728007e+02	2.619286e+02
2	1.066418e+03	4.559945e+02	2.713511e+02
2	1.066752e+03	4.492644e+02	2.761224e+02
1	1.070994e+03	4.512888e+02	2.791611e+02
1	1.070286e+03	4.643863e+02	2.698841e+02
1	1.068348e+03	4.612448e+02	2.741621e+02
2	1.061016e+03	4.535837e+02	2.717832e+02
2	1.057075e+03	4.530275e+02	2.690259e+02
2	1.056900e+03	4.615949e+02	2.684734e+02
2	1.063717e+03	4.679024e+02	2.665628e+02
1	1.062584e+03	4.630089e+02	2.572138e+02
2	1.065908e+03	4.692298e+02	2.562967e+02
2	1.064723e+03	4.777665e+02	2.552748e+02
1	1.061964e+03	4.653825e+02	2.542520e+02
2	1.049851e+03	4.621605e+02	2.669120e+02
1	1.054271e+03	4.632794e+02	2.684075e+02
2	1.051446e+03	4.581680e+02	2.588449e+02
1	1.058378e+03	4.709996e+02	2.488192e+02
1	1.059888e+03	4.684467e+02	2.545116e+02
2	1.061601e+03	4.774383e+02	2.587024e+02
1	1.042269e+03	4.762850e+02	2.527888e+02
2	1.034347e+03	4.713201e+02	2.533072e+02
1	1.036574e+03	4.821878e+02	2.510370e+02
1	1.015922e+03	4.778984e+02	2.239612e+02
1	1.013646e+03	4.747466e+02	2.168934e+02
1	1.014941e+03	4.799948e+02	2.197932e+02
1	1.027364e+03	4.766495e+02	2.349066e+02
2	9.904252e+02	4.728896e+02	2.948409e+02
2	9.896230e+02	4.736024e+02	2.865317e+02
1	9.866108e+02	4.751805e+02	2.849016e+02
1	9.954687e+02	4.648937e+02	2.843555e+02
2	1.010946e+03	4.792138e+02	2.821438e+02
1	1.010577e+03	4.823282e+02	2.836656e+02
1	1.015641e+03	4.717096e+02	2.768267e+02
1	1.005062e+03	4.810188e+02	2.858734e+02
2	9.980705e+02	4.779516e+02	2.849485e+02
1	9.968840e+02	4.629884e+02	2.873020e+02
1	9.987417e+02	4.715188e+02	2.801830e+02
2	9.829008e+02	4.506050e+02	2.928027e+02
1	9.746109e+02	4.542147e+02	2.945283e+02
2	9.751519e+02	4.414539e+02	2.779160e+02
2	9.697165e+02	4.459235e+02	2.720281e+02
1	9.689390e+02	4.399112e+02	2.762556e+02
2	9.753779e+02	4.438510e+02	2.837832e+02
1	9.681428e+02	4.398123e+02	2.814721e+02
1	9.846996e+02	4.409826e+02	2.845608e+02
1	9.815438e+02	4.486492e+02	2.714149e+02
2	9.945944e+02	4.499933e+02	2.772383e+02
1	9.955606e+02	4.543042e+02	2.796814e+02
1	1.005441e+03	4.501718e+02	2.775574e+02
2	9.899084e+02	4.504789e+02	2.668095e+02
1	9.868413e+02	4.636556e+02	2.616307e+02
1	9.915381e+02	4.607152e+02	2.635766e+02
2	9.971761e+02	4.675565e+02	2.575752e+02
1	1.006032e+03	4.632775e+02	2.553413e+02
1	1.016165e+03	4.659725e+02	2.520384e+02
2	1.011314e+03	4.607988e+02	2.495994e+02
1	1.007799e+03	4.617918e+02	2.447838e+02
1	1.015831e+03	4.539445e+02	2.494800e+02
1	1.019506e+03	4.614747e+02	2.322277e+02
2	1.028338e+03	4.387620e+02	2.293709e+02
2	1.031118e+03	4.470485e+02	2.348435e+02
1	1.033913e+03	4.442010e+02	2.316424e+02
1	1.026522e+03	4.412659e+02	2.331051e+02
1	1.031857e+03	4.262521e+02	2.339259e+02
2	1.040654e+03	4.286181e+02	2.381894e+02
1	1.021575e+03	4.254575e+02	2.543257e+02
1	1.014345e+03	4.300292e+02	2.410073e+02
2	1.028874e+03	4.298378e+02	2.390769e+02
1	1.016238e+03	4.104599e+02	2.133519e+02
2	1.020090e+03	4.105800e+02	2.064000e+02
1	1.019898e+03	4.071151e+02	2.052311e+02
1	1.022437e+03	4.157042e+02	2.086150e+02
1	9.459991e+02	4.328061e+02	1.835228e+02
1	9.512830e+02	4.411896e+02	1.859721e+02
2	9.328261e+02	4.529608e+02	1.809706e+02
2	9.213530e+02	4.603848e+02	1.767888e+02
2	9.190613e+02	4.614193e+02	1.727356e+02
1	9.183650e+02	4.602122e+02	1.719026e+02
1	9.278356e+02	4.520354e+02	1.760837e+02
1	9.274920e+02	4.538285e+02	1.839871e+02
1	9.260027e+02	4.604473e+02	1.910414e+02
1	9.253157e+02	4.552655e+02	1.891483e+02
2	9.372465e+02	4.615060e+02	1.809664e+02
1	9.356721e+02	4.655037e+02	1.765424e+02
1	9.317483e+02	4.469361e+02	1.863575e+02
1	9.815848e+02	4.194537e+02	2.036239e+02
2	9.830303e+02	4.220241e+02	2.063500e+02
1	9.828808e+02	4.216940e+02	2.084879e+02
1	1.016932e+03	4.052319e+02	1.989963e+02
1	1.038802e+03	4.011369e+02	1.758368e+02
2	1.045047e+03	4.044588e+02	1.741409e+02
1	1.043973e+03	4.029848e+02	1.801683e+02
1	1.035786e+03	3.942542e+02	1.718770e+02
1	1.029810e+03	3.984958e+02	1.753664e+02
2	1.023918e+03	3.878530e+02	1.727283e+02
1	1.019631e+03	3.913848e+02	1.699066e+02
2	1.021220e+03	4.056005e+02	1.858632e+02
2	1.005957e+03	4.124560e+02	1.745751e+02
1	1.009076e+03	4.082473e+02	1.790838e+02
1	1.010982e+03	3.991511e+02	1.717605e+02
1	1.018451e+03	4.063754e+02	1.777378e+02
2	1.009596e+03	3.768283e+02	1.857849e+02
1	1.005413e+03	3.725578e+02	1.862905e+02
2	1.002161e+03	3.604712e+02	1.707865e+02
2	1.001978e+03	3.566330e+02	1.668418e+02
2	1.003133e+03	3.413522e+02	1.684882e+02
2	9.953752e+02	3.408380e+02	1.666241e+02
2	9.926414e+02	3.440821e+02	1.603124e+02
1	9.927901e+02	3.486302e+02	1.632425e+02
1	9.991155e+02	3.496566e+02	1.572279e+02
2	1.012630e+03	3.329465e+02	1.487108e+02
2	1.010001e+03	3.149463e+02	1.491217e+02
1	1.009490e+03	3.198901e+02	1.413134e+02
2	1.006680e+03	3.166180e+02	1.380850e+02
2	1.018969e+03	3.048957e+02	1.483476e+02
1	1.024742e+03	2.973018e+02	1.459163e+02
1	1.015482e+03	3.056851e+02	1.425731e+02
1	1.020354e+03	3.122580e+02	1.510004e+02
2	1.016397e+03	3.132439e+02	1.366856e+02
2	1.032525e+03	3.034976e+02	1.558370e+02
2	1.032683e+03	3.010060e+02	1.587016e+02
1	1.031021e+03	3.009003e+02	1.553652e+02
2	1.028929e+03	3.076572e+02	1.545333e+02
1	1.030291e+03	3.067929e+02	1.563048e+02
1	1.027947e+03	3.009890e+02	1.568214e+02
1	1.023675e+03	3.050384e+02	1.464451e+02
2	1.029295e+03	2.995908e+02	1.436687e+02
1	1.024210e+03	2.935285e+02	1.509244e+02
2	1.019025e+03	3.006762e+02	1.532679e+02
1	1.022255e+03	3.039650e+02	1.514791e+02
2	1.016908e+03	3.092636e+02	1.509326e+02
2	1.019150e+03	2.997259e+02	1.385112e+02
1	1.021763e+03	2.995509e+02	1.403804e+02
1	1.014379e+03	3.124433e+02	1.408635e+02
2	1.011854e+03	3.140057e+02	1.434074e+02
1	1.012929e+03	3.159836e+02	1.460402e+02
2	1.004714e+03	2.988983e+02	1.431699e+02
2	1.001843e+03	3.016648e+02	1.406447e+02
2	9.978642e+02	2.929924e+02	1.405102e+02
2	9.941284e+02	3.042179e+02	1.393029e+02
2	1.008030e+03	3.001823e+02	1.356084e+02
1	1.011077e+03	2.960243e+02	1.365375e+02
1	1.018513e+03	2.945821e+02	1.385505e+02
1	1.004635e+03	2.998310e+02	1.340951e+02
1	1.006669e+03	2.972956e+02	1.355868e+02
2	9.975494e+02	3.081561e+02	1.405574e+02
1	9.997607e+02	3.038021e+02	1.359490e+02
2	1.008679e+03	3.030071e+02	1.381332e+02
1	1.005979e+03	2.951445e+02	1.430743e+02
1	1.003825e+03	3.012442e+02	1.356612e+02
1	9.991106e+02	3.094906e+02	1.009916e+02
1	1.004601e+03	2.980291e+02	1.215048e+02
2	1.009511e+03	2.924213e+02	1.192255e+02
1	1.018572e+03	2.833079e+02	1.206076e+02
2	1.005899e+03	2.938116e+02	1.132494e+02
2	1.007924e+03	2.872674e+02	1.031835e+02
2	1.007710e+03	2.851289e+02	9.272464e+01
1	1.015896e+03	2.880795e+02	9.002183e+01
2	1.014630e+03	2.854519e+02	1.011964e+02
1	1.022120e+03	2.827550e+02	9.885210e+01
1	1.013222e+03	2.796829e+02	1.006061e+02
1	1.006358e+03	2.904894e+02	9.722815e+01
2	1.005021e+03	2.980615e+02	1.032140e+02
2	9.988160e+02	3.017739e+02	1.005446e+02
2	9.952052e+02	3.030890e+02	9.814135e+01
1	9.946600e+02	2.979090e+02	9.548799e+01
1	1.004310e+03	2.996594e+02	9.472003e+01
2	9.959744e+02	3.037505e+02	1.050942e+02
2	9.948187e+02	3.068342e+02	1.097920e+02
2	1.011155e+03	3.001876e+02	9.539172e+01
1	1.017893e+03	2.984704e+02	8.314739e+01
2	1.023508e+03	3.055050e+02	8.551257e+01
2	1.023478e+03	3.139583e+02	8.611117e+01
1	1.026723e+03	3.072639e+02	9.019758e+01
1	1.006197e+03	2.927377e+02	9.945221e+01
2	9.987496e+02	2.951348e+02	9.993081e+01
2	9.896267e+02	2.977544e+02	1.086124e+02
2	9.935608e+02	3.002099e+02	1.159530e+02
1	9.933637e+02	2.991211e+02	1.175980e+02
1	9.909917e+02	2.950830e+02	9.632560e+01
1	9.886637e+02	2.953213e+02	9.682942e+01
2	9.963379e+02	3.029657e+02	9.661440e+01
1	9.933425e+02	2.941082e+02	9.363756e+01
1	9.911345e+02	2.898844e+02	1.035674e+02
2	1.001965e+03	2.882839e+02	9.762265e+01
2	1.006346e+03	2.872734e+02	1.008598e+02
1	1.008957e+03	2.849787e+02	1.032592e+02
2	9.989273e+02	2.947452e+02	1.134164e+02
2	9.902406e+02	2.731048e+02	1.281538e+02
1	9.863130e+02	2.753184e+02	1.293034e+02
2	9.935484e+02	2.704815e+02	1.263283e+02
1	9.935915e+02	2.673355e+02	1.286083e+02
1	9.929033e+02	2.794920e+02	1.229713e+02
2	9.889083e+02	2.812174e+02	1.281835e+02
1	9.962559e+02	2.817530e+02	1.163354e+02
1	9.970690e+02	2.649355e+02	8.582265e+01
2	9.897258e+02	2.598937e+02	1.007153e+02
1	9.910379e+02	2.628814e+02	9.802150e+01
1	9.894564e+02	2.568880e+02	9.611618e+01
2	9.862727e+02	2.567917e+02	9.688925e+01
1	9.229840e+02	1.556606e+02	1.696034e+02
1	9.282615e+02	1.639162e+02	1.705554e+02
1	9.251879e+02	1.622209e+02	1.691036e+02
2	9.342154e+02	1.468396e+02	1.706982e+02
1	9.274887e+02	1.484757e+02	1.617513e+02
2	9.190553e+02	1.645463e+02	1.710824e+02
2	9.032278e+02	1.701385e+02	1.811760e+02
2	9.091212e+02	1.656214e+02	1.855424e+02
2	9.047840e+02	1.734091e+02	1.830451e+02
2	8.987778e+02	1.787220e+02	1.723563e+02
1	8.980755e+02	1.801019e+02	1.761174e+02
1	8.971950e+02	1.796388e+02	1.707506e+02
1	9.024770e+02	1.744552e+02	1.735078e+02
1	9.007051e+02	1.751310e+02	1.680611e+02
1	9.134615e+02	1.978715e+02	1.697462e+02
2	9.143322e+02	1.984840e+02	1.820545e+02
2	9.136914e+02	1.946354e+02	1.854477e+02
2	9.121419e+02	2.033570e+02	1.832865e+02
2	9.143078e+02	2.047562e+02	1.815796e+02
1	9.116374e+02	2.101270e+02	1.812094e+02
1	9.267924e+02	2.052698e+02	1.737031e+02
2	9.291901e+02	2.052849e+02	1.732856e+02
1	9.282473e+02	2.021536e+02	1.770915e+02
1	9.233273e+02	2.144194e+02	1.660825e+02
1	9.290716e+02	2.249518e+02	1.722820e+02
2	9.183247e+02	2.230748e+02	1.758535e+02
1	9.116944e+02	2.213513e+02	1.769474e+02
1	9.080709e+02	2.222922e+02	1.765736e+02
2	9.162983e+02	2.131125e+02	1.793942e+02
1	9.134917e+02	2.152274e+02	1.726581e+02
1	9.333670e+02	2.306514e+02	1.802649e+02
2	9.233565e+02	2.337552e+02	1.740612e+02
1	9.450008e+02	2.126650e+02	1.460038e+02
2	9.315960e+02	2.127120e+02	1.518156e+02
2	9.423362e+02	2.282162e+02	1.655642e+02
1	9.383326e+02	2.241732e+02	1.666848e+02
1	9.493531e+02	2.291032e+02	1.586486e+02
1	9.493368e+02	2.241116e+02	1.561330e+02
2	9.561964e+02	2.173930e+02	1.528109e+02
2	9.581820e+02	2.260930e+02	1.650397e+02
1	9.604577e+02	2.245030e+02	1.607239e+02
2	9.806748e+02	2.108471e+02	1.649059e+02
1	9.755021e+02	2.046747e+02	1.664816e+02
2	9.703458e+02	2.112332e+02	1.693309e+02
1	9.669470e+02	2.123957e+02	1.743482e+02
2	9.781905e+02	2.108618e+02	1.563022e+02
1	9.736432e+02	2.081911e+02	1.622636e+02
2	9.678078e+02	2.181727e+02	1.633627e+02
1	9.683682e+02	2.132165e+02	1.586107e+02
1	9.799092e+02	2.037144e+02	1.533162e+02
1	9.842279e+02	2.042623e+02	1.543314e+02
2	9.850989e+02	2.035630e+02	1.601827e+02
1	9.790467e+02	2.094496e+02	1.613506e+02
2	9.787620e+02	2.195857e+02	1.508856e+02
2	9.836715e+02	2.177364e+02	1.486531e+02
1	9.803900e+02	2.208040e+02	1.524644e+02
1	9.753590e+02	2.261358e+02	1.530675e+02
1	9.776101e+02	2.237124e+02	1.616282e+02
1	9.925802e+02	2.163769e+02	1.415323e+02
1	9.937427e+02	2.582512e+02	1.006447e+02
1	9.915320e+02	2.572986e+02	9.367841e+01
1	9.950871e+02	2.571455e+02	8.594277e+01
2	1.000046e+03	2.532686e+02	5.781190e+01
2	9.988088e+02	2.575509e+02	6.496675e+01
1	1.001758e+03	2.569754e+02	6.535751e+01
1	9.970987e+02	2.491823e+02	5.341333e+01
1	9.969068e+02	2.478936e+02	5.313254e+01
2	9.850728e+02	2.403586e+02	3.012518e+01
1	9.804576e+02	2.410903e+02	3.446948e+01
1	9.908325e+02	2.430709e+02	3.243683e+01
2	1.002811e+03	2.467765e+02	3.444274e+01
1	1.012163e+03	2.423228e+02	1.702787e+00
1	1.015601e+03	2.412717e+02	-1.784283e+00
1	1.008240e+03	2.397660e+02	-2.392064e+00
1	9.992426e+02	2.078081e+02	-3.278663e+01
1	9.967960e+02	2.152163e+02	-3.206279e+01
2	9.941438e+02	2.063416e+02	-4.695700e+01
1	9.984972e+02	2.032974e+02	-4.736852e+01
2	9.874408e+02	2.002312e+02	-3.744655e+01
1	9.832583e+02	1.985676e+02	-3.905700e+01
1	9.886711e+02	2.079278e+02	-4.437530e+01
1	9.972673e+02	2.046924e+02	-4.868279e+01
1	9.909506e+02	1.972970e+02	-4.282179e+01
2	1.004989e+03	1.960812e+02	-4.555778e+01
2	1.010935e+03	2.074103e+02	-3.738319e+01
2	1.017425e+03	2.074526e+02	-4.810918e+01
1	1.016344e+03	2.101644e+02	-4.164235e+01
2	1.016198e+03	1.997071e+02	-4.128598e+01
2	1.012600e+03	2.094541e+02	-2.408283e+01
2	1.018040e+03	2.074462e+02	1.864780e+00
1	1.015265e+03	2.055458e+02	1.195974e+01
2	1.021701e+03	2.010637e+02	5.029813e+00
1	1.021658e+03	1.977497e+02	7.942020e+00
1	1.028243e+03	2.187228e+02	-1.275655e+01
1	1.033715e+03	2.153732e+02	-3.810560e+00
1	1.017060e+03	2.092178e+02	-1.489527e+01
1	1.020062e+03	2.088072e+02	-1.419332e+01
2	1.009962e+03	2.153810e+02	-1.142504e+01
1	1.014368e+03	2.287946e+02	-2.809149e+01
1	1.005462e+03	2.385475e+02	-2.421096e+01
2	1.003242e+03	2.392237e+02	-3.561469e+01
2	1.006795e+03	2.380103e+02	-3.317510e+01
1	1.011088e+03	2.376436e+02	-3.061211e+01
2	1.004944e+03	2.340973e+02	-4.773349e+01
1	1.004993e+03	2.341402e+02	-4.968584e+01
1	1.007900e+03	2.338383e+02	-5.030165e+01
1	1.003399e+03	2.286449e+02	-6.768041e+01
2	1.004831e+03	2.299718e+02	-7.485702e+01
2	1.008139e+03	2.368497e+02	-7.701260e+01
2	1.000671e+03	2.265916e+02	-1.232128e+02
2	1.005777e+03	2.334948e+02	-1.189555e+02
1	1.989339e+02	-4.973007e+01	3.375075e+02
1	1.827383e+02	-6.087439e+01	3.365896e+02
1	1.766020e+02	-5.852404e+01	3.443904e+02
1	1.915081e+02	-6.336280e+01	3.363410e+02
2	1.933294e+02	-5.890311e+01	3.277773e+02
2	2.024404e+02	-3.988897e+01	3.316405e+02
1	2.062916e+02	-4.112232e+01	3.250352e+02
2	1.990376e+02	-4.728851e+01	3.359824e+02
1	1.970938e+02	-4.317845e+01	3.325653e+02
1	1.971274e+02	-3.524930e+01	3.268424e+02
2	2.021160e+02	-3.808583e+01	3.375887e+02
2	2.045788e+02	-3.445415e+01	3.452148e+02
2	2.119809e+02	-3.155427e+01	3.393298e+02
2	2.061979e+02	-3.922354e+01	3.401385e+02
1	2.071683e+02	-3.643705e+01	3.397319e+02
1	2.104369e+02	-3.387246e+01	3.387621e+02
1	2.058980e+02	-4.288759e+01	3.473911e+02
1	2.044447e+02	-4.885345e+01	3.480044e+02
1	2.059995e+02	-3.382981e+01	3.522043e+02
1	2.069131e+02	-3.605217e+01	3.416008e+02
1	2.092239e+02	-3.925465e+01	3.523225e+02
2	2.126894e+02	-3.679851e+01	3.498406e+02
2	2.026059e+02	-1.296577e+02	3.700173e+02
1	2.152820e+02	-1.218184e+02	3.932990e+02
1	2.156108e+02	-1.208807e+02	3.938780e+02
1	2.045686e+02	-1.212504e+02	3.905353e+02
1	2.054755e+02	-1.213752e+02	3.937806e+02
1	1.936918e+02	-1.327117e+02	3.640646e+02
2	1.828918e+02	-1.349700e+02	3.772363e+02
1	1.906361e+02	-1.422799e+02	3.838758e+02
2	1.760762e+02	-1.346000e+02	3.678492e+02
1	1.786378e+02	-1.339397e+02	3.602021e+02
2	1.761780e+02	-1.451698e+02	3.618622e+02
2	1.767366e+02	-1.384955e+02	3.754884e+02
1	1.796694e+02	-1.412225e+02	3.801459e+02
1	1.653717e+02	-1.589146e+02	3.761416e+02
2	1.568313e+02	-1.615259e+02	3.818927e+02
1	1.617322e+02	-1.642645e+02	3.802420e+02
1	1.595430e+02	-1.468025e+02	3.823813e+02
1	1.546571e+02	-1.461097e+02	3.791228e+02
2	1.533620e+02	-1.424649e+02	3.758318e+02
2	1.612688e+02	-1.518262e+02	3.641929e+02
2	1.663219e+02	-1.434711e+02	3.623210e+02
2	1.677832e+02	-1.409529e+02	3.627418e+02
1	1.675300e+02	-1.359101e+02	3.577487e+02
1	1.758129e+02	-1.413138e+02	3.747096e+02
2	1.750726e+02	-1.238287e+02	3.800596e+02
1	1.685863e+02	-1.280546e+02	3.871764e+02
1	1.661212e+02	-1.295472e+02	3.922665e+02
2	1.542229e+02	-1.483499e+02	4.184101e+02
2	1.502107e+02	-1.469855e+02	4.150277e+02
1	1.485216e+02	-1.467830e+02	4.123657e+02
1	1.565468e+02	-1.435879e+02	4.141467e+02
2	1.475419e+02	-1.415953e+02	4.169148e+02
2	1.527534e+02	-1.429397e+02	4.254735e+02
1	1.536725e+02	-1.427524e+02	4.276163e+02
1	1.583396e+02	-1.352543e+02	4.278188e+02
2	1.628754e+02	-1.416795e+02	4.280901e+02
1	1.607498e+02	-1.403955e+02	4.247764e+02
2	1.672791e+02	-1.400530e+02	4.240915e+02
1	1.660199e+02	-1.331938e+02	4.236148e+02
2	1.658377e+02	-1.329737e+02	4.331782e+02
1	1.616570e+02	-1.306316e+02	4.324735e+02
2	1.617166e+02	-1.198506e+02	4.374455e+02
1	1.526692e+02	-1.267335e+02	4.272711e+02
2	1.663025e+02	-1.270628e+02	4.219989e+02
1	1.625472e+02	-1.235480e+02	4.176869e+02
2	1.608464e+02	-1.214744e+02	4.123732e+02
1	1.656442e+02	-1.171856e+02	4.174969e+02
1	1.652443e+02	-1.198596e+02	4.099681e+02
2	1.643428e+02	-1.245048e+02	4.003771e+02
2	1.752557e+02	-1.192345e+02	4.024891e+02
1	1.804514e+02	-1.226875e+02	4.022212e+02
1	1.781690e+02	-1.115165e+02	4.092420e+02
1	1.652303e+02	-1.214013e+02	4.073189e+02
2	1.600478e+02	-1.225565e+02	3.925285e+02
2	1.666328e+02	-1.292388e+02	3.917079e+02
1	1.629260e+02	-1.202799e+02	3.945813e+02
1	1.603211e+02	-1.205215e+02	3.974926e+02
1	1.694103e+02	-1.216825e+02	3.923876e+02
1	1.990386e+02	-1.255042e+02	4.156038e+02
1	1.925474e+02	-1.296325e+02	4.154125e+02
1	1.925287e+02	-1.284167e+02	4.152398e+02
1	1.875573e+02	-1.165482e+02	4.141192e+02
1	1.814668e+02	-1.279740e+02	4.091483e+02
1	1.765500e+02	-1.227918e+02	3.966935e+02
2	1.819092e+02	-1.084574e+02	3.877674e+02
2	1.871437e+02	-1.085167e+02	3.817556e+02
2	1.933395e+02	-1.061599e+02	3.849641e+02
1	1.939083e+02	-1.094882e+02	3.851217e+02
1	1.927906e+02	-9.078343e+01	3.867694e+02
1	1.805576e+02	-9.620891e+01	3.692172e+02
1	1.911531e+02	-8.838424e+01	3.555040e+02
1	1.900292e+02	-8.953457e+01	3.536275e+02
2	1.937596e+02	-9.070590e+01	3.530606e+02
1	1.945378e+02	-9.269212e+01	3.478498e+02
2	1.786662e+02	-1.137233e+02	3.609926e+02
1	1.778037e+02	-1.201287e+02	3.663880e+02
1	1.809892e+02	-1.094843e+02	3.604484e+02
1	1.783966e+02	-1.130269e+02	3.725021e+02
1	1.736758e+02	-1.141807e+02	3.777519e+02
2	1.758785e+02	-1.036570e+02	3.653357e+02
1	1.921213e+02	-1.092333e+02	3.698548e+02
2	1.923689e+02	-1.177235e+02	3.651737e+02
2	1.543762e+02	-8.678804e+01	3.672261e+02
2	1.729718e+02	-8.293490e+01	3.744257e+02
1	1.689595e+02	-7.619323e+01	3.795108e+02
1	1.667682e+02	-7.925656e+01	3.687127e+02
1	1.619700e+02	-1.085042e+02	3.724803e+02
2	1.667103e+02	-9.177190e+01	3.726219e+02
2	1.731309e+02	-9.525288e+01	3.598454e+02
1	1.770373e+02	-8.692211e+01	3.628256e+02
2	1.688938e+02	-8.529314e+01	3.633212e+02
1	1.762653e+02	-8.732561e+01	3.640119e+02
1	1.781895e+02	-8.448362e+01	3.624553e+02
1	1.847425e+02	-9.485117e+01	3.594462e+02
2	1.789553e+02	-7.498276e+01	3.694642e+02
1	1.821501e+02	-7.956438e+01	3.646641e+02
