% R0.x	R0.y	R0.z	Rstop.x	Rstop.y	Rstop.z
8.482077e+02	8.074176e+02	-1.192078e+02		8.785590e+02	1.122783e+03	8.200191e+02
4.899386e+02	4.171232e+02	-6.885638e+01		1.983680e+02	5.650375e+02	6.512940e+02
4.310455e+02	1.296134e+02	-6.057949e+01		4.133986e+02	3.744999e+01	8.770848e+02
1.757905e+02	5.780429e+02	-2.470574e+01		1.503342e+02	8.951497e+02	8.968273e+02
6.241493e+02	5.463709e+02	-8.771846e+01		4.904456e+02	2.156632e+02	5.801065e+02
5.279474e+02	2.555226e+02	-7.419817e+01		6.865902e+02	5.070243e+02	2.575033e+02
3.168482e+02	6.732926e+02	-4.453011e+01		5.776204e+02	4.151750e+02	6.642550e+02
1.009560e+03	5.158458e+02	-1.418844e+02		1.385904e+03	1.705717e+02	7.613641e+02
8.746549e+02	7.166134e+02	-1.229247e+02		9.173440e+02	5.459241e+02	3.277808e+02
7.892665e+02	6.448557e+02	-1.109242e+02		7.552564e+02	7.304368e+02	6.275267e+02
5.047885e+02	3.155027e+02	-7.094340e+01		6.576056e+02	2.289918e+02	4.477792e+02
3.964095e+02	4.219911e+01	-5.571173e+01		5.595435e+02	-4.827938e+01	2.938792e+02
2.573874e+02	9.289615e+02	-3.617344e+01		6.078409e+02	6.609713e+02	4.895839e+02
5.430655e+02	1.698705e+02	-7.632288e+01		6.322883e+02	3.052377e+02	8.797329e+02
8.835064e+02	1.524119e+02	-1.241687e+02		1.146208e+03	4.470148e+02	4.349136e+02
4.663026e+02	1.173871e+02	-6.553456e+01		5.358809e+02	1.156347e+02	5.674030e+02
3.888896e+02	1.805419e+02	-5.465487e+01		7.387904e+01	1.686233e+02	3.211809e+02
8.769392e+02	6.319994e+00	-1.232458e+02		8.389194e+02	-1.044197e+02	6.483867e+02
2.718843e+02	3.165870e+02	-3.821085e+01		1.797190e+02	-1.232816e+02	4.675295e+02
4.132925e+02	9.848030e+01	-5.808447e+01		5.430294e+02	2.674110e+02	1.099439e+02
4.886706e+02	2.379385e+01	-6.867817e+01		4.850407e+02	-1.395111e+02	7.619513e+02
4.183520e+02	7.236843e+02	-5.879553e+01		5.972559e+02	7.963371e+02	3.774885e+02
3.011202e+02	7.762182e+02	-4.231969e+01		1.320768e+02	9.031748e+02	5.528167e+02
5.870659e+02	1.215735e+02	-8.250673e+01		4.979652e+02	-2.004728e+02	1.713981e+03
1.022980e+03	5.581603e+02	-1.437705e+02		9.865917e+02	2.555318e+02	2.487541e+02
7.904256e+02	4.371139e+01	-1.110871e+02		6.284662e+02	1.995857e+02	1.113349e+03
9.807097e+02	-1.540526e+02	-1.378298e+02		1.129194e+03	-2.903082e+02	1.121346e+03
1.077141e+03	2.985261e+02	-1.513823e+02		1.262710e+03	2.991090e+02	4.460921e+02
9.301339e+02	-1.993512e+02	-1.307218e+02		1.049547e+03	-7.476988e+01	4.466144e+02
1.067769e+03	4.472817e+02	-1.500651e+02		1.211721e+03	3.667207e+02	2.942962e+02
6.481940e+02	3.798268e+02	-9.109773e+01		7.423192e+02	4.318289e+02	9.129159e+02
7.069755e+02	4.236477e+02	-9.935893e+01		9.096403e+02	4.418054e+02	2.487674e+02
9.993930e+02	3.823426e+02	-1.404555e+02		9.540466e+02	1.783118e+02	4.096493e+02
2.403437e+02	1.243040e+02	-3.377810e+01		1.288889e+02	5.253861e+02	9.247043e+02
4.668060e+02	3.361970e+02	-6.560531e+01		3.426292e+02	4.818405e+02	5.251259e+02
1.142876e+03	6.412010e+02	-1.606208e+02		1.198903e+03	9.369729e+02	1.319198e+03
5.228507e+02	6.387071e+02	-7.348188e+01		7.338811e+02	1.023150e+03	4.843590e+02
2.195088e+02	4.257108e+02	-3.084995e+01		1.858302e+02	3.999014e+02	4.623291e+02
1.009579e+03	6.431515e+02	-1.418870e+02		9.629773e+02	7.266761e+02	1.071373e+03
5.908783e+02	2.407688e+02	-8.304253e+01		6.994620e+02	1.654832e+02	2.426798e+02
2.653136e+02	8.654807e+02	-3.728739e+01		2.165990e+02	8.383092e+02	2.789849e+02
9.148243e+01	2.552571e+02	-1.285702e+01		1.692494e+02	2.945216e+02	5.678429e+02
1.177058e+02	4.192297e+02	-1.654246e+01		3.410237e+02	2.233328e+02	4.753286e+02
4.565951e+02	3.507695e+02	-6.417026e+01		4.040742e+02	1.711001e+02	2.512416e+02
5.824216e+02	8.676483e+02	-8.185402e+01		7.995469e+02	1.216918e+03	3.725239e+02
4.908583e+02	7.836716e+02	-6.898564e+01		4.207471e+02	8.891441e+02	4.380491e+02
2.631477e+02	8.373384e+02	-3.698300e+01		2.324138e+02	8.827445e+02	3.531438e+02
4.872649e+02	5.693650e+02	-6.848062e+01		3.579715e+02	6.214602e+02	5.575266e+02
8.211375e+02	6.425348e+02	-1.154034e+02		1.038457e+03	5.517856e+02	6.718777e+02
4.346185e+02	2.693694e+02	-6.108164e+01		1.843686e+02	7.983268e+01	7.796283e+02
4.923089e+02	6.388838e+02	-6.918951e+01		4.321173e+02	9.022316e+02	3.376029e+02
7.794001e+02	6.574801e+02	-1.095375e+02		8.805960e+02	9.888477e+02	8.114665e+02
6.201364e+02	7.645661e+01	-8.715449e+01		5.689191e+02	-7.053456e+00	2.214263e+02
8.827215e+01	2.413230e+02	-1.240584e+01		-4.172837e+01	3.113313e+02	2.186439e+02
6.554385e+02	8.109958e+02	-9.211587e+01		4.784707e+02	8.478770e+02	7.892401e+02
3.368685e+02	6.258001e+02	-4.734378e+01		5.136575e+02	3.651794e+02	2.510224e+02
9.494823e+02	5.700133e+02	-1.334410e+02		8.175379e+02	5.391738e+02	7.185654e+02
7.159533e+02	9.922310e+01	-1.006207e+02		1.030149e+03	1.991753e+02	7.053537e+02
9.825023e+02	4.565336e+02	-1.380817e+02		6.295104e+02	4.593106e+02	1.271749e+03
4.007204e+02	1.621371e+02	-5.631758e+01		7.928324e+02	2.311224e+02	6.178431e+02
1.073773e+03	5.146413e+02	-1.509089e+02		1.294250e+03	5.868869e+02	6.920449e+02
7.513252e+02	7.261732e+02	-1.055919e+02		7.164046e+02	1.075557e+03	6.101361e+02
1.176350e+03	6.735032e+02	-1.653253e+02		9.510439e+02	8.224729e+02	6.238813e+02
1.034172e+03	1.427672e+02	-1.453435e+02		1.057586e+03	3.037298e+02	6.893571e+02
9.309358e+02	5.785624e+02	-1.308345e+02		7.461486e+02	5.046418e+01	5.326137e+02
6.843775e+02	6.508305e+02	-9.618299e+01		1.259642e+03	5.211362e+02	7.607773e+02
1.294720e+02	3.683604e+02	-1.819610e+01		1.586477e+02	1.196690e+02	3.825670e+02
2.442655e+02	1.432989e+02	-3.432928e+01		2.976527e+02	6.398310e+01	1.046749e+03
6.901820e+02	1.055378e+02	-9.699876e+01		6.914004e+02	4.024202e+02	6.035954e+02
9.698054e+02	-5.202221e+01	-1.362973e+02		1.078756e+03	1.809176e+02	1.936567e+02
2.696538e+02	9.075564e+02	-3.789737e+01		3.181000e+02	1.175311e+03	6.966697e+02
3.739919e+02	5.254743e+02	-5.256113e+01		6.091159e+02	4.758795e+02	7.546138e+02
6.078580e+02	3.550845e+02	-8.542887e+01		3.472377e+02	6.916284e+01	6.208473e+02
1.078169e+03	3.692347e+02	-1.515268e+02		1.529164e+03	6.461099e+02	6.143690e+02
4.487737e+02	2.813484e+02	-6.307103e+01		3.911362e+02	2.220203e+02	3.621535e+02
5.091495e+01	1.192031e+02	-7.155630e+00		5.962145e+01	1.158959e+01	3.612955e+02
5.135786e+02	8.473769e+02	-7.217876e+01		1.795166e+02	4.178155e+02	1.912694e+03
